Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
4.0.2,org.apache.http.examples.client,ClientAbortMethod,main,15,2,1
4.0.2,org.apache.http.examples.client,ClientAuthentication,main,17,3,1
4.0.2,org.apache.http.examples.client,ClientChunkEncodedPost,main,26,4,1
4.0.2,org.apache.http.examples.client,ClientConnectionRelease,main,27,2,1
4.0.2,org.apache.http.examples.client,ClientCustomContext,main,24,4,1
4.0.2,org.apache.http.examples.client,ClientCustomSSL,main,27,3,1
4.0.2,org.apache.http.examples.client,ClientEvictExpiredConnections,main,32,4,1
4.0.2,org.apache.http.examples.client,ClientEvictExpiredConnections,IdleConnectionEvictor,4,1,1
4.0.2,org.apache.http.examples.client,ClientEvictExpiredConnections,run,13,2,0
4.0.2,org.apache.http.examples.client,ClientEvictExpiredConnections,shutdown,6,1,0
4.0.2,org.apache.http.examples.client,IdleConnectionEvictor,IdleConnectionEvictor,4,1,1
4.0.2,org.apache.http.examples.client,IdleConnectionEvictor,run,13,2,0
4.0.2,org.apache.http.examples.client,IdleConnectionEvictor,shutdown,6,1,0
4.0.2,org.apache.http.examples.client,ClientExecuteDirect,main,26,3,1
4.0.2,org.apache.http.examples.client,ClientExecuteProxy,main,29,3,1
4.0.2,org.apache.http.examples.client,ClientFormLogin,main,42,7,1
4.0.2,org.apache.http.examples.client,ClientGZipContentCompression,main,43,6,1
4.0.2,org.apache.http.examples.client,ClientGZipContentCompression,process,5,2,2
4.0.2,org.apache.http.examples.client,ClientGZipContentCompression,process,13,4,2
4.0.2,org.apache.http.examples.client,ClientGZipContentCompression,GzipDecompressingEntity,3,1,1
4.0.2,org.apache.http.examples.client,ClientGZipContentCompression,getContent,4,1,0
4.0.2,org.apache.http.examples.client,ClientGZipContentCompression,getContentLength,3,1,0
4.0.2,org.apache.http.examples.client,GzipDecompressingEntity,GzipDecompressingEntity,3,1,1
4.0.2,org.apache.http.examples.client,GzipDecompressingEntity,getContent,4,1,0
4.0.2,org.apache.http.examples.client,GzipDecompressingEntity,getContentLength,3,1,0
4.0.2,org.apache.http.examples.client,ClientInteractiveAuthentication,main,48,7,1
4.0.2,org.apache.http.examples.client,ClientMultiThreadedExecution,main,22,4,1
4.0.2,org.apache.http.examples.client,ClientMultiThreadedExecution,GetThread,6,1,3
4.0.2,org.apache.http.examples.client,ClientMultiThreadedExecution,run,16,2,0
4.0.2,org.apache.http.examples.client,GetThread,GetThread,6,1,3
4.0.2,org.apache.http.examples.client,GetThread,run,16,2,0
4.0.2,org.apache.http.examples.client,ClientPreemptiveBasicAuthentication,main,23,3,1
4.0.2,org.apache.http.examples.client,ClientPreemptiveBasicAuthentication,process,16,4,2
4.0.2,org.apache.http.examples.client,PreemptiveAuth,process,16,4,2
4.0.2,org.apache.http.examples.client,ClientPreemptiveDigestAuthentication,main,26,3,1
4.0.2,org.apache.http.examples.client,ClientPreemptiveDigestAuthentication,process,16,4,2
4.0.2,org.apache.http.examples.client,ClientPreemptiveDigestAuthentication,process,9,3,2
4.0.2,org.apache.http.examples.client,PreemptiveAuth,process,16,4,2
4.0.2,org.apache.http.examples.client,PersistentDigest,process,9,3,2
4.0.2,org.apache.http.examples.client,ClientProxyAuthentication,main,22,3,1
4.0.2,org.apache.http.examples.client,ClientWithResponseHandler,main,10,1,1
4.0.2,org.apache.http.examples.conn,ManagerConnectDirect,main,44,3,1
4.0.2,org.apache.http.examples.conn,ManagerConnectDirect,createManager,3,1,0
4.0.2,org.apache.http.examples.conn,ManagerConnectDirect,setup,9,1,0
4.0.2,org.apache.http.examples.conn,ManagerConnectDirect,getParams,3,1,0
4.0.2,org.apache.http.examples.conn,ManagerConnectDirect,createRequest,5,1,1
4.0.2,org.apache.http.examples.conn,ManagerConnectDirect,createContext,3,1,0
4.0.2,org.apache.http.examples.conn,ManagerConnectProxy,main,60,3,1
4.0.2,org.apache.http.examples.conn,ManagerConnectProxy,createManager,3,1,0
