Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,Feature Envy,The tool detected a instance of this smell because messageReceived is more interested in members of the type: Buffer
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentClient,Feature Envy,The tool detected a instance of this smell because process is more interested in members of the type: SshAgent
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AbstractAgentProxy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.common,AgentDelegate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.local,AgentForwardedChannel,Feature Envy,The tool detected a instance of this smell because doWriteData is more interested in members of the type: Buffer
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.local,Factory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.agent,SshAgent,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SSH_AUTHSOCKET_ENV_NAME; first; second
mina-sshd-sshd-0.14.0,org.apache.sshd.agent,SshAgentConstants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.agent,SshAgentConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SSH_AGENT_SUCCESS; SSH2_AGENTC_REQUEST_IDENTITIES; SSH2_AGENT_IDENTITIES_ANSWER; SSH2_AGENTC_SIGN_REQUEST; SSH2_AGENT_SIGN_RESPONSE; SSH2_AGENTC_ADD_IDENTITY; SSH2_AGENTC_REMOVE_IDENTITY; SSH2_AGENTC_REMOVE_ALL_IDENTITIES; SSH2_AGENT_FAILURE
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentClient,Feature Envy,The tool detected a instance of this smell because messageReceived is more interested in members of the type: Buffer
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentForwardedChannel,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AgentServerProxy; AgentForwardedChannel
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,AgentServer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AgentServer; SshAgentSession
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,Factory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.agent.unix,UnixAgentFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,AbstractUserAuth,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAuth
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,UserAuthAgent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,UserAuthAgent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractUserAuth
mina-sshd-sshd-0.14.0,org.apache.sshd.client.auth.deprecated,UserAuthKeyboardInteractive,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
