Project Name,Package Name,Architecture Smell,Cause of the Smell
xmlgraphics-batik-batik-1_6,org.apache.batik.css.engine.value,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.css.engine
xmlgraphics-batik-batik-1_6,org.apache.batik.css.engine.value,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractColorManager; FloatValue; IdentifierManager; LengthManager; Messages; RectManager; RectValue; RGBColorValue; StringMap; Entry; Value; ValueConstants; ValueManager; PropertyManagerTest; LightingColorManager; StrokeManager; AbstractValue; InheritValue; ListValue; StringValue; URIValue; AbstractValueFactory; AbstractValueManager; ComputedValue]; [ShorthandManager; PropertyHandler]; [FillManager]; [FillOpacityManager]; [FloodColorManager]; [FloodOpacityManager]; [LetterSpacingManager]; [MarkerEndManager]; [MarkerMidManager]; [MarkerStartManager]; [DefaultOpacityManager]; [StopColorManager]; [StopOpacityManager]; [StrokeOpacityManager]; [WordSpacingManager]. LCC (Lack of Component Cohesion) = 0.38
xmlgraphics-batik-batik-1_6,org.apache.batik.css.engine.value.css2,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ClipManager]; [CursorManager]; [DirectionManager]; [DisplayManager]; [FontFamilyManager]; [FontShorthandManager; FontSizeManager]; [FontSizeAdjustManager]; [FontStretchManager]; [FontStyleManager]; [FontVariantManager]; [FontWeightManager]; [OverflowManager]; [SrcManager]; [TextDecorationManager]; [UnicodeBidiManager]; [VisibilityManager]. LCC (Lack of Component Cohesion) = 0.94
xmlgraphics-batik-batik-1_6,org.apache.batik.css.engine.value.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 39
xmlgraphics-batik-batik-1_6,org.apache.batik.css.engine.value.svg12,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LineHeightManager; LineHeightValue; SVG12ValueConstants; TextAlignManager]; [MarginLengthManager]; [MarginShorthandManager]. LCC (Lack of Component Cohesion) = 0.5
xmlgraphics-batik-batik-1_6,org.apache.batik.css.parser,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 40
xmlgraphics-batik-batik-1_6,org.apache.batik.dom,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 57
xmlgraphics-batik-batik-1_6,org.apache.batik.dom,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.batik.dom; org.apache.batik.dom.traversal
xmlgraphics-batik-batik-1_6,org.apache.batik.dom,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.dom.traversal; org.apache.batik.css.engine; org.apache.batik.css.parser; org.apache.batik.dom.svg
xmlgraphics-batik-batik-1_6,org.apache.batik.dom.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 277
xmlgraphics-batik-batik-1_6,org.apache.batik.dom.svg,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.dom.svg12; org.apache.batik.css.parser; org.apache.batik.css.dom
xmlgraphics-batik-batik-1_6,org.apache.batik.dom.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.xml
xmlgraphics-batik-batik-1_6,org.apache.batik.dom.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CSSStyleDeclarationFactory]; [DocumentDescriptor; Entry; DoublyIndexedTable; Entry; HashTable; Entry; HashTableStack; Link; SAXDocumentFactory; PreInfo; ProcessingInstructionInfo; CommentInfo; CDataInfo; TextInfo; XMLSupport; DocumentFactory; DOMUtilities]; [ListNodeList]; [XLinkSupport]. LCC (Lack of Component Cohesion) = 0.2
xmlgraphics-batik-batik-1_6,org.apache.batik.ext.awt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.ext.awt.image
