Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,SchedulingBenchmarks,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,SchedulingBenchmarks,Feature Envy,The tool detected a instance of this smell because buildClusterTasks is more interested in members of the type: BenchmarkSettings
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,SchedulingBenchmarks,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NO_DELAY; DELAY_FOREVER; storage; pendingTaskProcessor; executor; taskScheduler; offerManager; eventBus; settings; numPendingTasks
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,AbstractBase,Feature Envy,The tool detected a instance of this smell because buildClusterTasks is more interested in members of the type: BenchmarkSettings
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,InsufficientResourcesSchedulingBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,ValueConstraintMismatchSchedulingBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,LimitConstraintMismatchSchedulingBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,ClusterFullUtilizationBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,PreemptorSlotSearchBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,PreemptorSlotSearchBenchmark,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: numPendingTasks
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,RestoreSnapshotWithUpdatesBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,GetRoleSummaryBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,GetAllTasksBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,TestConfiguration,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: roles; envs; jobs; instances; deadTasks
