Project Name,Package Name,Architecture Smell,Cause of the Smell
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BenchmarkSettings; Builder; SchedulingBenchmarks; AbstractBase; InsufficientResourcesSchedulingBenchmark; ValueConstraintMismatchSchedulingBenchmark; LimitConstraintMismatchSchedulingBenchmark; ClusterFullUtilizationBenchmark; PreemptorSlotSearchBenchmark; Tasks; ThriftApiBenchmarks; GetRoleSummaryBenchmark; GetAllTasksBenchmark; TestConfiguration; Hosts; Offers; StatusUpdateBenchmark; SlowStorageWrapper]; [Builder]; [JobUpdates; SnapshotBenchmarks; RestoreSnapshotWithUpdatesBenchmark; UpdateStoreBenchmarks; JobDetailsBenchmark]; [Builder]; [Builder]; [Builder]. LCC (Lack of Component Cohesion) = 0.22
attic-aurora-rel-0.9.0,<All packages>,Dense Structure, The tool detected the smell because all the analyzed components exhibit excessive and dense dependencies among themselves. Average degree = 9.02. All the dependencies among components: from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.async; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.async.preemptor; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.events; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.filter; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.storage.log; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.base; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.cron; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.quota; from: org.apache.aurora.benchmark to: org.apache.aurora.scheduler.state; from: org.apache.aurora.benchmark.fakes to: org.apache.aurora.scheduler.events; from: org.apache.aurora.benchmark.fakes to: org.apache.aurora.scheduler; from: org.apache.aurora.benchmark.fakes to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.app to: org.apache.aurora; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.filter; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.http; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.log; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.storage.log.testing; from: org.apache.aurora.scheduler.app to: org.apache.aurora.scheduler.storage.log; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.async.preemptor; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler to: org.apache.aurora; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.stats; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.async.preemptor; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.filter; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.async to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.async; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.filter; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.stats; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.async.preemptor to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.base to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.configuration to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.cron to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler.cron; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.cron.quartz to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.events to: org.apache.aurora.scheduler.filter; from: org.apache.aurora.scheduler.events to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.events to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.events to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.events to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.filter to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.filter to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.filter to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.filter to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.filter to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.cron; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.async; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.stats; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.http to: org.apache.aurora.scheduler.http.api; from: org.apache.aurora.scheduler.http.api to: org.apache.aurora.scheduler.thrift.aop; from: org.apache.aurora.scheduler.http.api to: org.apache.aurora.scheduler.thrift; from: org.apache.aurora.scheduler.http.api to: org.apache.aurora.scheduler.http; from: org.apache.aurora.scheduler.http.api.security to: org.apache.aurora.scheduler.thrift.aop; from: org.apache.aurora.scheduler.http.api.security to: org.apache.aurora.scheduler.app; from: org.apache.aurora.scheduler.http.api.security to: org.apache.aurora.scheduler.spi; from: org.apache.aurora.scheduler.http.api.security to: org.apache.aurora.scheduler.thrift; from: org.apache.aurora.scheduler.http.api.security to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.log.mesos to: org.apache.aurora.codec; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.async; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.stats; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.codec; from: org.apache.aurora.scheduler.mesos to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.metadata to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.metadata to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.quota to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.quota to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.quota to: org.apache.aurora.scheduler.updater; from: org.apache.aurora.scheduler.quota to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.sla to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.sla to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.sla to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.sla to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.async; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.filter; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.state to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.stats to: org.apache.aurora.scheduler.async; from: org.apache.aurora.scheduler.stats to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.stats to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.stats to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.stats to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.stats to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.storage to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.storage to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.storage to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.storage to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.storage to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.storage.backup to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.storage.backup to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.storage.backup to: org.apache.aurora.codec; from: org.apache.aurora.scheduler.storage.backup to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.storage.backup to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.stats; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.storage.db.typehandlers; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.storage.db.views; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.storage.db to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.storage.db.typehandlers to: org.apache.aurora.codec; from: org.apache.aurora.scheduler.storage.db.views to: org.apache.aurora; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.codec; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.scheduler.log; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.scheduler.storage.log.testing; from: org.apache.aurora.scheduler.storage.log to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.storage.mem to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.storage.mem to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.storage.mem to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.storage.mem to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.thrift.aop to: org.apache.aurora.auth; from: org.apache.aurora.scheduler.thrift.aop to: org.apache.aurora; from: org.apache.aurora.scheduler.thrift.aop to: org.apache.aurora.scheduler.thrift; from: org.apache.aurora.scheduler.thrift.auth to: org.apache.aurora.auth; from: org.apache.aurora.scheduler.thrift.auth to: org.apache.aurora.scheduler.app; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.metadata; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.cron; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.quota; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.auth; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.storage.backup; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.updater; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.thrift.aop; from: org.apache.aurora.scheduler.thrift to: org.apache.aurora.scheduler.storage.testing; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.state; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.base; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.events; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.updater.strategy; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.testing; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.storage.db; from: org.apache.aurora.scheduler.updater to: org.apache.aurora.scheduler.async; from: org.apache.aurora.scheduler.app.local to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.app.local to: org.apache.aurora.scheduler.mesos; from: org.apache.aurora.scheduler.app.local.simulator to: org.apache.aurora.scheduler.configuration; from: org.apache.aurora.scheduler.app.local.simulator to: org.apache.aurora.scheduler.app.local; from: org.apache.aurora.scheduler.storage.log.testing to: org.apache.aurora.codec; from: org.apache.aurora.scheduler.storage.testing to: org.apache.aurora.scheduler.storage; from: org.apache.aurora.scheduler.storage.testing to: org.apache.aurora.scheduler.base.
attic-aurora-rel-0.9.0,org.apache.aurora.benchmark.fakes,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FakeDriver]; [FakeEventSink]; [FakeOfferManager]; [FakeRescheduleCalculator]; [FakeSchedulerDriver]; [FakeStatsProvider]. LCC (Lack of Component Cohesion) = 1.0
attic-aurora-rel-0.9.0,org.apache.aurora.auth,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CapabilityValidator; SessionValidator; UnsecureAuthModule; UnsecureSessionValidator; UnsecureCapabilityValidator; UnsecureSessionContext; UnsecureSessionContextTest; SessionContext]; [AuthFailedException]. LCC (Lack of Component Cohesion) = 0.22
attic-aurora-rel-0.9.0,org.apache.aurora,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GuavaUtils; ServiceManagerIface; GuavaUtilsTest]; [GuiceUtils; GuiceUtilsTest; Flaky; AlsoFlaky; NotSoFlakyImpl; NonVoid; NonVoidWhitelisted]; [Protobufs; ProtobufsTest]. LCC (Lack of Component Cohesion) = 0.25
attic-aurora-rel-0.9.0,org.apache.aurora.scheduler.app,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.aurora.scheduler.http; org.apache.aurora.scheduler.storage.log
attic-aurora-rel-0.9.0,org.apache.aurora.scheduler,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.aurora.scheduler.mesos; org.apache.aurora.scheduler.async.preemptor; org.apache.aurora.scheduler.state; org.apache.aurora.scheduler.stats
attic-aurora-rel-0.9.0,org.apache.aurora.scheduler.async,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 42
attic-aurora-rel-0.9.0,org.apache.aurora.scheduler.async,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.aurora.scheduler.async.preemptor
attic-aurora-rel-0.9.0,org.apache.aurora.scheduler.base,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.aurora.scheduler.configuration; org.apache.aurora.scheduler.base
