Project Name,Package Name,Architecture Smell,Cause of the Smell
atlas-release-0.7.1-rc3,org.apache.atlas.catalog.query,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.repository.graph
atlas-release-0.7.1-rc3,org.apache.atlas,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31
atlas-release-0.7.1-rc3,org.apache.atlas,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.repository.graph; org.apache.atlas.repository.typestore; org.apache.atlas.services; org.apache.atlas.discovery.graph; org.apache.atlas.discovery; org.apache.atlas.typesystem.types.cache; org.apache.atlas.repository.audit; org.apache.atlas.service; org.apache.atlas.web.service; org.apache.atlas.web.setup; org.apache.atlas.web.resources; org.apache.atlas.web.filters
atlas-release-0.7.1-rc3,org.apache.atlas.ha,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas
atlas-release-0.7.1-rc3,org.apache.atlas.service,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.repository.typestore
atlas-release-0.7.1-rc3,org.apache.atlas.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas
atlas-release-0.7.1-rc3,org.apache.atlas.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AtlasPerfTracer]; [AuthenticationUtil]; [MD5Utils]; [ParamChecker]; [PropertiesUtil]; [XMLPropertiesUtil]. LCC (Lack of Component Cohesion) = 1.0
atlas-release-0.7.1-rc3,org.apache.atlas.repository.graphdb,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AtlasEdge; AtlasElement; AtlasGraph; AtlasVertex]; [AtlasGraphManagement]; [AtlasGraphQuery]; [AtlasIndexQuery]; [Result]; [AtlasSchemaViolationException]; [AtlasVertexQuery]; [GraphDatabase]. LCC (Lack of Component Cohesion) = 0.73
atlas-release-0.7.1-rc3,org.apache.atlas.notification,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 37
atlas-release-0.7.1-rc3,org.apache.atlas.notification,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.kafka
atlas-release-0.7.1-rc3,org.apache.atlas.notification,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractMessageDeserializer; MessageVersion; VersionedMessage; VersionedMessageDeserializer; AbstractNotificationConsumerTest; TestMessage; TestNotificationConsumer; TestDeserializer; AbstractNotificationTest; TestNotification; MessageVersionTest; VersionedMessageTest; AbstractNotification; NotificationInterface; NotificationModule; NotificationEntityChangeListener; NotificationHookConsumer; Timer; HookConsumer; EntityNotificationIT; NotificationEntityChangeListenerTest; NotificationHookConsumerIT; NotificationHookConsumerKafkaTest; NotificationHookConsumerTest; AbstractNotificationConsumer; MessageDeserializer; NotificationConsumer; IncompatibleVersionException]; [ImmutableListDeserializer]; [ImmutableMapDeserializer]; [JSONArrayDeserializer]; [StructDeserializer]; [ReferenceableDeserializer]; [ReferenceableSerializer]; [JSONArraySerializer]; [NotificationException]; [TestMessage]. LCC (Lack of Component Cohesion) = 0.27
atlas-release-0.7.1-rc3,org.apache.atlas.notification.entity,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.notification
atlas-release-0.7.1-rc3,org.apache.atlas.notification.hook,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.notification; org.apache.atlas.notification.entity
atlas-release-0.7.1-rc3,org.apache.atlas.discovery,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DataSetLineageService; DataSetLineageServiceTest; Invoker; LineageService; DiscoveryService]; [SearchIndexer]; [GraphBackedDiscoveryServiceTest]; [DiscoveryException]. LCC (Lack of Component Cohesion) = 0.5
atlas-release-0.7.1-rc3,org.apache.atlas.repository,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Constants]; [DiscoverInstances; IRepository; RepositoryException]; [IndexCreationException; IndexException]; [MetadataRepository]; [BaseTest]. LCC (Lack of Component Cohesion) = 0.63
atlas-release-0.7.1-rc3,org.apache.atlas.repository.graph,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.discovery.graph
atlas-release-0.7.1-rc3,org.apache.atlas.repository.typestore,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GraphBackedTypeStore; ITypeStore; StorageException; StoreBackedTypeCache; Context; GraphBackedTypeStoreTest; StoreBackedTypeCacheTest]; [StoreBackedTypeCacheConfigurationTest]; [StoreBackedTypeCacheTestModule]. LCC (Lack of Component Cohesion) = 0.33
atlas-release-0.7.1-rc3,org.apache.atlas.services,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.repository.typestore
atlas-release-0.7.1-rc3,org.apache.atlas.typesystem.exception,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EntityExistsException]; [EntityNotFoundException]; [NullRequiredAttributeException]; [SchemaNotFoundException]; [TraitNotFoundException]; [TypeExistsException]; [TypeNotFoundException]. LCC (Lack of Component Cohesion) = 1.0
atlas-release-0.7.1-rc3,com.thinkaurelius.titan.diskstorage.locking,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.thinkaurelius.titan.diskstorage.hbase
atlas-release-0.7.1-rc3,org.apache.atlas.typesystem,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.typesystem.persistence
atlas-release-0.7.1-rc3,org.apache.atlas.typesystem.persistence,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.atlas.typesystem.types; org.apache.atlas.typesystem.persistence
atlas-release-0.7.1-rc3,org.apache.atlas.typesystem.types,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 64
atlas-release-0.7.1-rc3,org.apache.atlas.typesystem.types,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.atlas.typesystem.types; org.apache.atlas.typesystem.types.cache
atlas-release-0.7.1-rc3,org.apache.atlas.typesystem.types,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.atlas.typesystem.persistence; org.apache.atlas.typesystem.types.cache; org.apache.atlas.typesystem.types.utils
