@relation 'Efforts-5-Levels-Normal-Distribution'

@attribute Class-Count numeric
@attribute LOC numeric
@attribute Smells-Rank {'Very Low',Low,Medium,High,'Very High'}
@attribute Effort-Rank {'Very Low',Low,Medium,High,'Very High'}

@data
15,438,Low,Low
14,497,Medium,Low
31,2157,Medium,Low
116,9045,Medium,Very Low
36,3165,Medium,Low
63,5628,Medium,Low
62,5262,Medium,Medium
6,224,Low,Medium
17,744,Medium,Medium
15,1084,Medium,Medium
55,3823,Medium,Medium
60,3483,Medium,Medium
10,528,Medium,Medium
20,3040,Low,Medium
14,1090,Medium,Medium
45,3141,Medium,Medium
14,264,Medium,Medium
8,719,Medium,Medium
4,507,Medium,Medium
6,281,Medium,Medium
21,942,Low,Medium
31,1310,Low,Medium
14,1068,Medium,Medium
26,1213,Low,Medium
212,9809,Low,Very Low
44,2389,Medium,Medium
167,11357,Low,Medium
34,1586,Medium,Medium
64,3902,Medium,Medium
267,14277,Low,Medium
113,5841,Medium,Medium
6,289,Medium,Medium
87,3993,Medium,Medium
6,258,Medium,Medium
37,1496,Low,Medium
9,469,Low,Medium
19,1153,Low,Medium
4,566,Medium,Medium
33,2199,Low,Medium
9,254,Medium,Medium
31,981,Medium,Medium
7,234,Low,Medium
143,9061,Medium,Medium
17,666,Medium,Medium
42,2984,Low,Medium
39,2316,Medium,Medium
5,211,Medium,Medium
10,411,Medium,Medium
14,434,Low,Medium
7,337,Medium,Medium
7,275,Medium,Medium
3,47,Medium,Medium
6,191,Medium,Medium
10,260,Medium,Medium
37,2400,Low,Medium
22,705,Medium,Medium
5,197,Medium,Medium
4,187,Medium,Medium
26,1560,Low,Medium
12,383,Low,Medium
37,1455,Very Low,Medium
31,1891,Low,Medium
16,1000,Medium,Medium
7,356,Medium,Medium
2,30,Medium,Medium
12,1381,Medium,Medium
18,847,Medium,Medium
18,1223,Medium,Medium
9,202,Medium,Medium
4,655,Medium,Medium
5,264,Medium,Medium
5,443,Medium,Medium
8,577,Medium,Medium
21,1111,Medium,Medium
5,228,Medium,Medium
2,67,Medium,Medium
7,273,Medium,Medium
21,791,Medium,Medium
5,90,Medium,Medium
2,41,Medium,Medium
27,755,Medium,Medium
11,389,Medium,Medium
2,55,Medium,Medium
2,25,Medium,Medium
4,123,Medium,High
4,106,Medium,High
3,68,Medium,High
8,234,High,High
4,121,High,Very Low
7,257,High,High
2,115,High,High
9,380,High,High
7,169,High,High
27,1219,High,High
3,76,High,High
4,388,High,High
19,1093,High,High
15,1507,High,High
17,735,High,High
13,562,High,High
27,1686,High,High
27,2501,High,High
1,7,High,High
3,42,High,High
1,24,High,High
3,50,High,High
28,3205,High,High
1,8,High,High
4,277,High,Very Low
29,2613,High,High
26,1598,High,High
22,1373,High,High
13,1155,High,High
2,26,High,High
22,1215,High,High
26,2206,High,High
12,842,High,High
14,849,High,High
22,1179,High,High
10,859,High,High
1,21,High,High
1,21,High,High
4,102,High,High
7,249,High,High
12,866,High,Very High
5,189,Very High,Very High
24,3077,Very High,Very High
2,116,Very High,Very High
9,333,Very High,Very High
11,978,Very High,Very High
2,148,Very High,Very High
6,676,Very High,Very High
1,5,Very High,Very High
16,665,Very High,Very High
4,157,Very High,Very High
9,426,Very High,Very Low
5,113,Very High,Very High
29,2246,Very High,Very High
2,31,Very High,Very High
6,150,Very High,Very High
5,99,Very High,Very High
2,16,Very High,Very High
16,1028,Very High,Very High
3,67,Very High,Very High
3,327,Very High,Very High
190,7233,Very Low,Very Low
249,19801,Low,Very Low
15,348,Very Low,Very Low
31,1142,Very Low,Very Low
181,6573,Very Low,Low
29,1146,Low,Low
15,1364,Low,Low
36,2397,Very Low,Very Low
42,2410,Low,Low
48,3117,Low,Low
31,1145,Very Low,Low
163,7258,Very Low,Low
417,26754,Very Low,Low
26,2393,Low,Low
150,6244,Very Low,Low
7,418,Low,Low
82,4004,Very Low,Low
154,9036,Very Low,Low
9,416,Low,Low
66,4195,Very Low,Low
7,126,Low,Low
15,892,Low,Low
12,593,Low,Low
30,1529,Low,Low
44,2275,Very Low,Low
9,642,Low,Very Low
8,614,Low,Low
29,1023,Low,Low
11,260,Medium,Low
9,418,Medium,Low
50,1875,Very Low,Very Low
12,259,Medium,Low
4,123,Medium,Low
6,287,Medium,Very Low
31,1239,Very Low,Very Low
6,240,Very Low,Low
2,42,Medium,Low
8,393,Medium,Low
8,249,Medium,Low
4,178,Medium,Low
8,184,Medium,Very Low
16,574,Medium,Very Low
6,35,Medium,Low
9,427,Medium,Low
87,3935,Medium,Low
13,634,Very Low,Low
6,317,Medium,Low
17,486,Medium,Low
12,458,Medium,Low
15,438,Very Low,Low
14,497,Medium,Low
31,2157,Medium,Low
125,9651,Medium,Low
36,3165,Medium,Medium
63,5628,Medium,Medium
62,5262,Medium,Medium
6,224,Very Low,Medium
17,817,Medium,Very Low
15,1084,Medium,Medium
55,3823,Medium,Very Low
60,3491,Medium,Medium
10,528,Medium,Medium
20,3040,Low,Very Low
14,1090,Medium,Medium
45,3141,Medium,Medium
14,264,Medium,Medium
8,719,Medium,Medium
4,507,Medium,Medium
6,281,Medium,Medium
21,942,Low,Medium
31,1310,Low,Medium
14,1068,Medium,Medium
26,1213,Low,Medium
217,10091,Low,Medium
44,2403,Medium,Medium
167,11355,Low,Medium
34,1586,Medium,Medium
64,3902,Medium,Medium
267,14279,Low,Medium
113,5841,Medium,Medium
6,313,Medium,Medium
88,4219,Medium,Medium
6,258,Medium,Medium
38,1569,Low,Very Low
9,469,Low,Medium
19,1151,Low,Very Low
4,566,Medium,Very Low
33,2205,Low,Medium
9,254,Medium,Medium
31,981,Medium,Medium
7,234,Low,Medium
148,9365,Medium,Very Low
17,671,Medium,Medium
42,2984,Low,Medium
493,32466,Very Low,Medium
38,2237,Low,Medium
8,609,Low,Medium
4,99,Medium,Medium
45,3676,Low,Medium
11,974,Medium,Medium
9,203,Low,Medium
69,3177,Low,Medium
8,384,Medium,Medium
108,6155,Low,Medium
32,2773,Low,Medium
8,392,Medium,Medium
38,2322,Low,Medium
5,211,Medium,Medium
14,460,Low,Very Low
7,337,Medium,Medium
7,275,Medium,Medium
3,47,Medium,Medium
6,191,Medium,Medium
10,261,Low,Medium
37,2400,Low,Medium
5,197,Medium,Medium
4,187,Medium,Medium
26,1576,Low,Medium
12,383,Low,Medium
37,1467,Very Low,Medium
31,1897,Low,Very Low
17,1047,Medium,Medium
7,356,Medium,Medium
2,30,Medium,Medium
12,1381,Medium,Medium
18,1223,Medium,Medium
9,202,Medium,Medium
4,655,Medium,Medium
5,264,Medium,Medium
5,443,Medium,Medium
8,577,Medium,Medium
21,1111,Medium,Medium
5,228,Medium,Medium
2,67,Medium,Medium
7,273,Medium,Medium
21,791,Medium,Medium
5,90,Medium,Medium
2,41,Medium,Medium
27,755,Medium,Medium
11,389,Medium,Medium
2,55,Medium,Medium
2,25,Medium,Medium
4,106,Medium,Medium
4,88,Medium,Medium
8,234,Medium,Medium
7,257,Medium,Medium
2,115,Medium,Medium
9,380,Medium,High
7,169,High,High
27,1219,High,High
3,76,High,High
4,388,High,High
19,1093,High,High
17,1535,High,High
17,735,High,High
13,562,High,High
27,1686,High,High
29,2642,High,Very Low
2,14,High,High
3,42,High,High
1,24,High,High
3,50,High,High
29,3273,High,High
1,8,High,High
4,384,High,High
29,2613,High,High
26,1598,High,High
22,1373,High,High
13,1156,High,High
2,26,High,High
22,1215,High,High
26,2206,High,High
12,842,High,High
16,993,High,High
22,1189,High,High
15,1127,High,High
1,21,High,High
1,21,High,High
4,102,High,High
7,249,High,High
12,866,High,High
5,189,High,High
24,3077,High,High
2,116,High,High
9,333,High,High
11,978,High,High
2,148,High,High
1,8,High,High
5,30,High,High
4,115,High,High
15,513,Very High,Very High
11,1487,Very High,Very High
1,9,Very High,Very High
7,328,Very High,Very High
20,726,Very High,Very High
5,269,Very High,Very High
6,676,Very High,Very High
24,1033,Very High,Very High
1,5,Very High,Very High
16,670,Very High,Very High
4,157,Very High,Very High
9,437,Very High,Very High
5,113,Very High,Very High
29,2211,Very High,Very High
2,31,Very High,Very High
6,150,Very High,Very High
27,760,Very High,Very High
5,99,Very High,Very High
2,16,Very High,Very High
16,1028,Very High,Very High
3,67,Very High,Very High
3,327,Very High,Very High
193,7361,Very Low,Low
249,19801,Low,Very Low
15,348,Very Low,Low
31,1142,Very Low,Very Low
182,6835,Very Low,Low
29,1146,Low,Low
15,1364,Low,Very Low
36,2543,Very Low,Very Low
64,3845,Low,Low
64,3941,Low,Very Low
31,1145,Very Low,Low
164,7291,Very Low,Low
417,26780,Very Low,Very Low
26,2393,Low,Low
150,6234,Very Low,Low
6,413,Low,Very Low
83,4057,Very Low,Low
154,9047,Very Low,Low
9,422,Low,Low
67,4462,Very Low,Low
11,237,Very Low,Low
17,182,Low,Low
120,4077,Very Low,Low
13,325,Low,Low
7,148,Low,Low
6,157,Low,Low
36,1047,Very Low,Low
13,529,Low,Low
7,174,Low,Low
7,126,Low,Low
15,892,Low,Low
12,593,Low,Low
30,1529,Medium,Low
47,2424,Very Low,Low
12,917,Medium,Very Low
8,614,Medium,Low
29,1024,Medium,Low
11,260,Medium,Low
9,418,Medium,Low
51,1943,Very Low,Low
13,274,Medium,Low
11,471,Very Low,Low
24,766,Medium,Low
7,364,Very Low,Low
6,254,Very Low,Low
2,42,Medium,Low
8,393,Medium,Low
8,261,Medium,Low
4,178,Medium,Low
9,214,Medium,Low
16,585,Medium,Low
6,35,Medium,Medium
9,427,Medium,Medium
87,3981,Medium,Very Low
13,634,Very Low,Medium
6,317,Medium,Medium
17,486,Medium,Medium
12,458,Medium,Medium
15,438,Low,Medium
14,497,Medium,Medium
31,2157,Medium,Medium
125,9670,Medium,Low
36,3165,Medium,Medium
63,5628,Medium,Medium
58,4745,Medium,Medium
6,224,Medium,Medium
17,836,Medium,Medium
15,1090,Medium,Medium
55,3824,Medium,Very Low
60,3491,Medium,Low
13,1122,Medium,Medium
10,528,Medium,Medium
25,3190,Low,Medium
14,1090,Medium,Medium
51,3327,Medium,Medium
13,250,Medium,Medium
8,719,Medium,Medium
4,507,Medium,Medium
6,281,Medium,Medium
21,942,Low,Medium
31,1310,Low,Medium
14,1068,Medium,Medium
26,1213,Low,Medium
217,10154,Low,Very Low
44,2401,Medium,Medium
167,11354,Low,Medium
34,1586,Medium,Very Low
64,3902,Medium,Medium
267,14279,Low,Medium
113,5829,Medium,Medium
6,313,Medium,Medium
91,4458,Low,Very Low
6,258,Medium,Medium
45,2100,Low,Medium
9,469,Low,Medium
20,1633,Low,Very Low
5,608,Medium,Very Low
33,2303,Low,Medium
9,254,Medium,Medium
31,981,Medium,Medium
7,234,Low,Medium
148,9390,Medium,Medium
17,673,Medium,Medium
42,3050,Low,Medium
493,32528,Very Low,Very Low
38,2237,Low,Medium
8,750,Low,Medium
4,99,Medium,Medium
45,3672,Low,Very Low
11,974,Medium,Medium
9,203,Low,Medium
66,2926,Low,Low
8,384,Medium,Medium
108,6155,Low,Medium
32,2773,Low,Medium
8,392,Medium,Medium
38,2342,Low,Medium
5,211,Medium,Medium
14,460,Low,Medium
7,349,Medium,Medium
7,275,Medium,Medium
3,47,Medium,Medium
6,191,Medium,Medium
10,261,Low,Medium
37,2400,Low,Very Low
5,197,Medium,Medium
4,187,Medium,Medium
26,1572,Low,Medium
13,397,Low,Medium
37,1464,Very Low,Medium
31,1869,Low,Medium
20,1087,Medium,Medium
9,440,Medium,Medium
2,30,Medium,Medium
12,1381,Medium,Medium
18,1223,Medium,Medium
9,202,Medium,Medium
6,183,Medium,Medium
3,78,Medium,Medium
4,264,Medium,Medium
25,1577,Medium,Medium
4,655,Medium,Medium
5,264,Medium,Medium
5,443,Medium,Medium
17,768,Medium,Medium
8,577,Medium,Medium
21,1111,Medium,Medium
5,228,Medium,Medium
2,67,Medium,Medium
7,273,Medium,Medium
21,793,Medium,Medium
5,90,Medium,Medium
2,41,Medium,Medium
27,755,Medium,Medium
11,389,Medium,Medium
2,55,Medium,Medium
2,25,Medium,Medium
4,123,Medium,High
4,106,Medium,High
4,88,Medium,High
8,234,Medium,High
7,257,Medium,High
1,12,High,High
9,385,High,High
7,169,High,High
5,156,High,High
27,1219,High,High
3,76,High,High
4,389,High,High
19,1099,High,High
17,1535,High,High
17,735,High,High
13,562,High,High
27,1686,High,Very Low
29,2672,High,High
2,14,High,High
3,42,High,High
1,24,High,High
3,50,High,High
29,3278,High,High
1,8,High,High
4,384,High,High
29,2613,High,Very Low
26,1598,High,High
22,1373,High,High
14,1367,High,High
2,26,High,High
22,1215,High,High
26,2206,High,High
12,887,High,High
16,1041,High,High
22,1189,High,High
15,1127,High,Very Low
1,21,High,High
1,21,High,High
13,336,High,High
2,29,High,High
4,102,High,High
4,157,High,High
7,249,High,High
12,866,High,High
11,613,High,High
5,189,High,High
25,3116,High,High
2,116,High,High
9,333,High,High
11,978,High,Very High
2,148,High,Very High
1,8,Very High,Very High
4,115,Very High,Very High
15,515,Very High,Very High
11,1528,Very High,Very Low
1,9,Very High,Very High
7,328,Very High,Very High
20,726,Very High,Very High
5,269,Very High,Very High
6,676,Very High,Very High
24,1033,Very High,Very High
1,5,Very High,Very High
16,670,Very High,Very High
4,157,Very High,Very High
9,437,Very High,Very High
5,113,Very High,Very High
29,2211,Very High,Very High
2,31,Very High,Very High
6,150,Very High,Very High
27,760,Very High,Very Low
5,99,Very High,Very High
2,16,Very High,Very High
16,1028,Very High,Very High
3,67,Very High,Very High
3,327,Very High,Very High
193,7417,Very Low,Very Low
251,20401,Low,Very Low
15,348,Very Low,Very Low
33,1198,Very Low,Very Low
181,6793,Very Low,Very Low
29,1146,Low,Very Low
15,1364,Low,Very Low
64,3552,Very Low,Very Low
55,3425,Low,Very Low
75,5329,Low,Very Low
31,1145,Very Low,Low
166,7308,Very Low,Low
425,27054,Very Low,Low
26,2393,Low,Low
150,6243,Very Low,Low
11,578,Low,Low
83,4057,Very Low,Low
162,9289,Very Low,Low
9,422,Low,Low
67,4457,Very Low,Low
11,237,Very Low,Low
17,182,Low,Low
120,4077,Very Low,Low
13,325,Low,Low
7,148,Low,Low
6,157,Low,Low
37,1087,Very Low,Low
13,529,Low,Low
7,174,Low,Low
7,126,Low,Low
15,897,Medium,Low
12,611,Medium,Low
30,1529,Medium,Low
48,2446,Very Low,Low
18,1398,Medium,Low
9,412,Medium,Low
57,2305,Very Low,Low
13,274,Medium,Low
11,468,Very Low,Low
24,808,Medium,Low
7,364,Very Low,Low
4,201,Medium,Low
2,42,Medium,Low
8,393,Medium,Low
8,272,Medium,Low
4,178,Medium,Low
9,214,Medium,Low
16,585,Medium,Low
6,35,Medium,Low
9,427,Medium,Low
88,4052,Medium,Low
13,645,Very Low,Low
10,611,Medium,Low
17,486,Medium,Low
12,458,Medium,Low
32,1865,Medium,Very Low
15,444,Low,Medium
14,497,Medium,Medium
31,2157,Medium,Medium
125,9782,Medium,Very Low
36,3165,Medium,Medium
64,5797,Medium,Medium
58,4745,Medium,Medium
6,224,Low,Medium
17,836,Medium,Medium
59,4776,Medium,Medium
15,1090,Medium,Medium
61,4312,Medium,Medium
60,3500,Medium,Medium
13,1122,Medium,Medium
2,71,Medium,Medium
10,528,Medium,Medium
25,3183,Low,Medium
14,1090,Medium,Medium
55,3584,Medium,Medium
15,372,Medium,Medium
8,719,Medium,Medium
4,506,Medium,Medium
6,281,Medium,Medium
21,942,Low,Medium
31,1310,Low,Medium
14,1068,Medium,Medium
26,1213,Low,Medium
219,10260,Low,Very Low
44,2401,Medium,Medium
167,11352,Low,Medium
36,1778,Medium,Very Low
64,3902,Medium,Medium
267,14267,Low,Medium
113,5828,Medium,Medium
6,313,Medium,Medium
102,5358,Low,Very Low
9,435,Low,Medium
45,2122,Low,Medium
9,469,Low,Medium
15,1614,Low,Medium
15,795,Medium,Very Low
9,249,Medium,Medium
31,981,Medium,Medium
7,238,Low,Medium
148,9393,Medium,Medium
17,678,Medium,Medium
43,3063,Low,Medium
493,32614,Very Low,Medium
38,2237,Low,Medium
8,755,Low,Medium
4,99,Medium,Medium
47,3953,Low,Medium
11,974,Medium,Medium
9,203,Low,Medium
66,2926,Low,Medium
8,384,Medium,Medium
108,6153,Low,Medium
32,2793,Low,Medium
8,392,Medium,Medium
38,2453,Low,Very Low
5,220,Medium,Medium
16,603,Medium,Medium
7,349,Medium,Very Low
7,275,Medium,Medium
3,47,Medium,Medium
6,190,Medium,Medium
10,263,Low,Medium
38,2431,Low,Medium
5,197,Medium,Medium
7,281,Low,Medium
26,1572,Low,Medium
13,397,Low,Medium
37,1482,Very Low,Very Low
34,2059,Low,Very Low
20,1087,Medium,Medium
9,440,Medium,Medium
2,30,Medium,Medium
12,1381,Medium,Medium
2,50,Medium,Medium
18,1223,Medium,Medium
9,202,Medium,Medium
6,183,Medium,Medium
3,78,Medium,Medium
4,264,Medium,Medium
25,1577,Medium,Medium
4,655,Medium,Medium
5,264,Medium,Medium
5,443,Medium,Medium
17,768,Medium,Medium
8,577,Medium,Medium
21,1111,Medium,Medium
5,228,Medium,Medium
2,67,Medium,Medium
3,45,Medium,Medium
4,131,Medium,Medium
4,109,Medium,Medium
4,88,Medium,Very Low
8,236,Medium,Medium
7,260,Medium,Medium
1,12,Medium,Medium
9,383,Medium,High
7,169,High,High
27,1219,High,High
3,76,High,High
4,389,High,High
19,1099,High,High
17,1535,High,High
17,734,High,High
13,562,High,High
16,1207,High,High
29,2750,High,High
2,14,High,High
3,42,High,High
1,52,High,High
3,50,High,High
29,3278,High,High
1,8,High,High
4,437,High,High
26,1593,High,High
26,1598,High,High
22,1377,High,High
14,1366,High,High
2,26,High,High
22,1215,High,High
27,2471,High,High
12,887,High,High
16,1041,High,High
22,1189,High,High
20,1296,High,High
1,21,High,High
1,21,High,High
18,451,High,High
2,26,High,High
4,102,High,High
5,168,High,Very Low
7,249,High,High
12,866,High,High
11,613,High,High
5,189,High,High
29,2390,High,High
25,3164,High,High
2,120,High,High
9,330,High,High
11,978,High,High
2,148,High,High
1,8,High,High
4,108,Very High,Very High
13,1858,Very High,Very High
1,9,Very High,Very High
7,328,Very High,Very High
20,726,Very High,Very High
5,269,Very High,Very High
6,676,Very High,Very High
29,1198,Very High,Very High
1,5,Very High,Very High
16,670,Very High,Very High
4,157,Very High,Very High
10,504,Very High,Very High
5,113,Very High,Very High
29,2211,Very High,Very High
2,44,Very High,Very High
6,150,Very High,Very High
2,32,Very High,Very High
27,809,Very High,Very High
5,97,Very High,Very High
2,16,Very High,Very High
16,1034,Very High,Very High
3,67,Very High,Very High
3,327,Very High,Very High
194,7521,Very Low,Very Low
251,20481,Low,Very Low
18,433,Low,Very Low
34,1219,Very Low,Very Low
182,6934,Very Low,Very Low
29,1146,Low,Low
15,1373,Low,Low
68,3923,Very Low,Low
66,3918,Low,Very Low
76,5377,Low,Very Low
31,1145,Very Low,Low
165,7303,Very Low,Low
425,27105,Very Low,Low
26,2393,Low,Low
150,6243,Very Low,Low
11,578,Low,Low
83,4057,Very Low,Low
164,9440,Very Low,Low
9,422,Low,Low
67,4469,Very Low,Low
11,237,Very Low,Low
17,182,Low,Low
120,4077,Very Low,Low
13,325,Low,Low
7,148,Low,Low
6,157,Low,Low
37,1087,Very Low,Low
13,529,Low,Low
7,174,Low,Low
7,126,Low,Low
16,928,Low,Low
12,613,Low,Low
30,1529,Medium,Low
52,2688,Very Low,Low
21,1498,Medium,Low
9,426,Medium,Low
57,2317,Very Low,Very Low
13,274,Medium,Low
11,468,Very Low,Low
24,808,Medium,Low
7,364,Very Low,Low
4,201,Medium,Low
2,42,Medium,Low
4,106,Medium,Low
8,393,Medium,Low
8,272,Medium,Low
4,178,Medium,Low
9,214,Medium,Low
16,585,Medium,Low
6,35,Medium,Low
9,427,Medium,Low
87,4063,Medium,Low
13,655,Very Low,Low
16,903,Medium,Low
17,486,Medium,Medium
12,458,Medium,Medium
32,1865,Medium,Very Low
15,444,Very Low,Medium
14,516,Medium,Medium
31,2157,Medium,Very Low
140,10906,Medium,Very Low
36,3165,Medium,Medium
64,5797,Medium,Medium
58,4755,Medium,Medium
6,224,Low,Medium
17,840,Medium,Very Low
59,4776,Medium,Medium
61,4347,Medium,Medium
60,3500,Medium,Medium
13,1122,Medium,Medium
2,71,Medium,Medium
10,528,Medium,Medium
21,609,Medium,Medium
25,3183,Low,Medium
14,1090,Medium,Medium
55,3584,Medium,Medium
15,372,Medium,Medium
8,719,Medium,Medium
4,506,Medium,Medium
6,281,Medium,Medium
21,942,Low,Medium
31,1310,Low,Medium
14,1068,Medium,Medium
26,1213,Low,Medium
226,10541,Low,Very Low
44,2414,Medium,Very Low
167,11352,Low,Medium
54,2831,Medium,Very Low
64,3902,Medium,Medium
265,14251,Low,Medium
111,5815,Medium,Medium
7,375,Medium,Medium
102,5417,Low,Very Low
9,479,Low,Medium
45,2122,Low,Medium
9,469,Low,Medium
15,1614,Low,Medium
12,611,Medium,Medium
9,249,Medium,Medium
31,981,Medium,Medium
7,238,Low,Medium
147,9431,Medium,Medium
17,678,Medium,Medium
43,3063,Low,Medium
496,32974,Very Low,Medium
38,2237,Low,Medium
8,755,Low,Medium
4,99,Medium,Medium
47,4000,Low,Medium
11,973,Medium,Medium
8,163,Low,Medium
66,2929,Low,Medium
8,384,Medium,Medium
103,5663,Low,Medium
33,3007,Low,Medium
8,392,Medium,Medium
40,2577,Low,Medium
5,220,Medium,Medium
16,604,Medium,Medium
7,362,Medium,Very Low
7,275,Medium,Medium
3,47,Medium,Medium
6,190,Medium,Medium
14,544,Low,Medium
40,2550,Low,Medium
34,1155,Medium,Very Low
5,197,Medium,Medium
7,282,Low,Medium
26,1572,Low,Medium
13,397,Low,Medium
37,1488,Very Low,Medium
39,2400,Medium,Medium
20,1087,Medium,Medium
11,496,Medium,Medium
2,30,Medium,Medium
12,1381,Medium,Medium
2,50,Medium,Medium
18,1223,Medium,Medium
9,202,Medium,Medium
6,183,Medium,Medium
3,78,Medium,Medium
4,264,Medium,Medium
25,1577,Medium,Medium
4,655,Medium,Medium
5,264,Medium,Medium
5,443,Medium,Medium
17,768,Medium,Medium
8,577,Medium,Medium
21,1111,Medium,Medium
5,228,Medium,Medium
2,67,Medium,Medium
3,45,Medium,Medium
4,131,Medium,Medium
4,109,Medium,Medium
4,123,Medium,High
8,236,Medium,High
7,260,Medium,High
1,12,Medium,High
9,383,High,High
7,169,High,High
27,1219,High,High
3,76,High,High
4,389,High,High
19,1099,High,High
17,1553,High,High
17,734,High,High
13,562,High,High
16,1207,High,High
29,2752,High,High
2,14,High,High
3,42,High,High
1,52,High,High
3,50,High,High
29,3278,High,High
1,8,High,High
4,461,High,High
26,1593,High,High
26,1598,High,High
18,1137,High,High
2,138,High,High
22,1377,High,Very Low
14,1366,High,High
2,26,High,High
22,1215,High,High
28,2473,High,Very Low
12,887,High,High
16,1047,High,High
22,1189,High,High
20,1296,High,High
1,21,High,High
1,21,High,High
2,26,High,High
4,102,High,High
5,168,High,Very Low
7,249,High,High
12,866,High,High
11,613,High,High
5,189,High,High
29,2427,High,Very Low
20,2724,High,High
2,120,High,High
9,330,High,High
11,978,High,High
2,148,High,High
1,8,Very High,Very High
4,108,Very High,Very High
23,2456,Very High,Very High
1,9,Very High,Very High
7,328,Very High,Very High
20,726,Very High,Very High
5,269,Very High,Very High
6,676,Very High,Very High
29,1198,Very High,Very High
1,5,Very High,Very High
16,670,Very High,Very High
4,157,Very High,Very High
10,504,Very High,Very High
5,113,Very High,Very High
29,2211,Very High,Very High
2,44,Very High,Very High
6,150,Very High,Very High
2,32,Very High,Very High
5,97,Very High,Very High
2,16,Very High,Very High
16,1034,Very High,Very High
3,67,Very High,Very High
3,327,Very High,Very High
35,2105,Medium,Medium
5,1265,Medium,Low
6,867,Low,Medium
10,527,Medium,Medium
13,1501,Low,Very Low
20,1637,Medium,Low
13,1047,Low,Low
25,2401,Medium,Medium
6,411,Medium,Medium
47,3387,Low,Very Low
5,389,Medium,Medium
3,812,Very Low,Medium
6,1175,Very Low,Medium
6,670,Medium,Medium
14,1337,Low,Medium
2,821,Medium,Medium
8,916,Medium,Medium
27,1698,Low,Low
45,2696,Very Low,Low
7,692,Medium,Medium
13,1393,Low,Medium
7,866,Medium,Medium
79,7303,Low,Low
8,1006,Medium,Medium
15,732,Low,Medium
29,6975,Very Low,Low
15,1418,Medium,Medium
31,2577,Very Low,Low
9,903,Medium,Medium
50,3103,Low,Very Low
9,2784,Medium,Low
1,91,Medium,High
4,216,Medium,Very Low
3,483,Medium,High
6,508,Medium,High
2,79,Medium,High
1,23,High,High
1,53,High,High
12,1236,High,High
10,509,High,High
8,1599,High,High
8,668,High,Medium
6,982,High,Medium
27,869,High,High
3,296,High,Very High
6,543,High,Very High
21,752,Very High,Very High
9,989,Very High,Very High
1,1191,Very High,Very Low
8,1079,Very High,Low
6,809,Very High,Very High
3,289,Very High,Very High
36,2158,Medium,Low
5,1281,Medium,Low
6,867,Low,Low
11,595,Medium,Low
13,1580,Low,Very Low
14,1208,Low,Low
25,2397,Medium,Low
8,545,Medium,Low
49,3581,Very Low,Low
5,389,Medium,Low
3,816,Very Low,Medium
7,1429,Very Low,Medium
6,670,Medium,Medium
18,1621,Low,Very Low
2,849,Medium,Medium
8,933,Medium,Medium
28,1788,Low,Very Low
45,2719,Very Low,Very Low
7,695,Medium,Medium
14,1427,Low,Medium
7,870,Low,Medium
88,8499,Low,Medium
8,958,Medium,Low
15,721,Low,Low
35,9075,Very Low,Medium
14,1422,Medium,Medium
31,2584,Low,Very Low
9,954,Medium,Medium
53,3355,Low,Medium
9,2795,Medium,Medium
1,91,Medium,Medium
21,1724,Medium,Medium
4,189,Medium,Medium
3,483,Medium,Medium
6,508,Medium,Medium
2,79,Medium,Medium
1,23,Medium,Medium
1,53,High,High
12,1236,High,High
10,509,High,High
8,1599,High,High
3,532,High,High
8,671,High,High
6,989,High,High
27,890,High,High
3,296,High,High
6,560,High,High
21,752,High,High
9,1001,Very High,Very High
1,1199,Very High,Very High
9,1215,Very High,Very High
6,809,Very High,Very High
11,843,Very High,Very High
3,289,Very High,Very High
36,2158,Medium,Very Low
6,1298,Medium,Very Low
6,872,Low,Very Low
11,595,Medium,Very Low
13,1596,Low,Low
14,1208,Low,Low
25,2397,Medium,Low
8,545,Medium,Low
49,3570,Very Low,Low
5,389,Medium,Low
3,816,Very Low,Low
7,1551,Very Low,Low
6,670,Medium,Low
18,1621,Low,Low
2,847,Medium,Low
8,935,Medium,Medium
28,1790,Low,Very Low
45,2719,Very Low,Medium
7,695,Medium,Medium
15,1556,Medium,Medium
7,874,Low,Medium
88,8530,Low,Medium
8,976,Low,Medium
15,713,Low,Medium
33,8846,Very Low,Medium
14,1422,Medium,Medium
36,2967,Low,Medium
9,954,Medium,Medium
53,3355,Low,Medium
9,2795,Medium,Medium
1,91,Medium,Medium
24,1881,Medium,Medium
4,189,Medium,Medium
3,483,Medium,Medium
6,508,Medium,Medium
2,79,Medium,Medium
1,23,Medium,Medium
1,53,High,High
12,1236,High,High
10,497,High,High
8,1599,High,High
3,535,High,High
8,671,High,High
6,989,High,High
27,890,High,High
3,296,High,High
6,567,High,High
21,739,High,High
9,994,Very High,Very High
1,1200,Very High,Very High
9,1215,Very High,Very High
6,809,Very High,Very High
11,843,Very High,Very High
3,289,Very High,Very High
36,2146,Low,Low
6,872,Low,Low
11,595,Medium,Low
13,1602,Low,Medium
14,1209,Low,Low
25,2383,Medium,Low
9,560,Medium,Low
49,3588,Very Low,Medium
5,389,Medium,Medium
3,816,Very Low,Medium
7,1551,Very Low,Very Low
6,672,Medium,Very Low
18,1621,Low,Very Low
2,849,Medium,Low
8,953,Medium,Medium
28,1790,Low,Medium
45,2719,Very Low,Very Low
7,695,Medium,Medium
