Project,Release,Package,Classes,Refactoring-LOC,Smells-Rank-3,Efforts-Rank-3,Smells-Rank-5,Efforts-Rank-5,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,FANIN,FANOUT,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency
atlas,0.8.2,org.apache.atlas.ha,5,0,Medium,High,Medium,High,34,16,41,40,302,52,0,0,27,12,,,,,,,Packages(1): org.apache.atlas
atlas,0.8.2,org.apache.atlas.repository,9,0,High,High,Very High,High,33,32,48,20,310,56,1,1,81,18,,,,LCC: 0.67,,,Packages(1): org.apache.atlas.util
atlas,0.8.2,org.apache.atlas.utils,23,0,High,High,High,High,68,0,132,103,1157,198,10,23,73,36,,,,LCC: 0.43,,,Packages(1): org.apache.atlas
atlas,0.8.2,org.apache.atlas.repository.graphdb,15,0,High,High,Very High,High,0,0,109,1,668,109,2,2,188,8,Class: AtlasSchemaViolationException,,,LCC: 0.67,,,Packages(1): org.apache.atlas.typesystem.types
atlas,0.8.2,org.apache.atlas.repository.graphdb.titan.query,3,0,Medium,High,Medium,High,4,0,21,12,171,35,0,0,9,7,,,,,,,Packages(1): org.apache.atlas.repository.graphdb.titan.query.expr
atlas,0.8.2,org.apache.atlas.graph,1,0,Medium,High,Medium,High,1,0,2,2,21,2,0,0,10,2,,,,,,,Packages(1): org.apache.atlas
atlas,0.8.2,com.thinkaurelius.titan.diskstorage.locking,5,0,Medium,Medium,Medium,High,22,0,24,22,295,57,0,0,10,7,,,,,,,Packages(1): com.thinkaurelius.titan.diskstorage.hbase
atlas,0.8.2,org.apache.atlas.model.discovery,5,0,Medium,Medium,Medium,High,42,0,124,123,620,149,0,0,31,11,,,,,,,Packages(1): org.apache.atlas.model.instance
atlas,0.8.2,org.apache.atlas.model.instance,20,0,High,Medium,High,High,62,5,276,270,1588,408,5,5,273,50,,,,LCC: 0.4,,,Packages(2): org.apache.atlas.type;org.apache.atlas.model
atlas,0.8.2,org.apache.atlas.model.typedef,18,0,High,Medium,High,High,109,35,310,301,1855,447,4,6,244,30,,,,LCC: 0.28,,,Packages(2): org.apache.atlas.type;org.apache.atlas.model
atlas,0.8.2,org.apache.atlas.store,1,0,Medium,Medium,Medium,High,0,0,25,0,30,25,0,0,30,6,,,,,,,Packages(1): org.apache.atlas.model
atlas,0.8.2,org.apache.atlas.type,47,8,High,High,High,Very High,210,2,596,493,6301,1450,19,21,345,148,,,,,classes: 47,,Packages(1): org.apache.atlas.model
atlas,0.8.2,org.apache.atlas.hook,6,0,High,Medium,High,Medium,18,7,63,27,549,84,0,0,7,10,,,,LCC: 0.5,,,Packages(1): org.apache.atlas.notification
atlas,0.8.2,org.apache.atlas.kafka,11,0,Medium,Medium,Medium,Medium,38,7,65,48,633,97,1,1,16,27,,,,,,,Packages(1): org.apache.atlas.notification
atlas,0.8.2,org.apache.atlas.notification,49,0,High,Medium,Very High,Medium,153,27,276,217,2974,439,9,13,85,163,,,,LCC: 0.35,classes: 49,,Packages(2): org.apache.atlas.repository.converters;org.apache.atlas.web.filters
atlas,0.8.2,org.apache.atlas.notification.entity,6,0,Medium,Medium,Medium,Medium,4,0,24,17,238,35,1,1,18,26,,,,,,,Packages(1): org.apache.atlas.notification
atlas,0.8.2,org.apache.atlas.notification.hook,14,0,Medium,Medium,Medium,Medium,41,3,114,84,728,132,9,10,34,45,,,,,,,Packages(2): org.apache.atlas.notification;org.apache.atlas.notification.entity
atlas,0.8.2,org.apache.atlas.discovery,22,45,High,High,High,Very High,109,14,246,121,3283,661,8,8,43,140,,,,LCC: 0.27,,,Packages(2): org.apache.atlas.repository.userprofile;org.apache.atlas.repository.impexp
atlas,0.8.2,org.apache.atlas.gremlin,3,0,Medium,Medium,Medium,Medium,44,1,123,99,948,176,2,2,12,25,,,,,,,Packages(1): org.apache.atlas.util
atlas,0.8.2,org.apache.atlas.repository.graph,33,0,High,Medium,High,Medium,107,8,609,292,6505,1232,11,13,99,324,,,,,classes: 33,,Packages(3): org.apache.atlas.repository.store.graph.v1;org.apache.atlas.gremlin.optimizer;org.apache.atlas.discovery.graph
atlas,0.8.2,org.apache.atlas.repository.store.graph,9,0,High,Medium,High,Medium,16,0,124,67,1242,260,0,0,28,48,,,,LCC: 0.67,,,Packages(2): org.apache.atlas.repository.store.graph.v1;org.apache.atlas.util
atlas,0.8.2,org.apache.atlas.repository.store.graph.v1,36,0,High,Medium,High,Medium,114,5,492,276,6301,1230,15,15,118,366,,,,,classes: 36,,Packages(2): org.apache.atlas.repository.converters;org.apache.atlas.discovery
atlas,0.8.2,org.apache.atlas.repository.userprofile,2,0,Medium,Medium,Medium,Medium,5,0,34,25,264,54,0,0,3,14,,,,,,,Packages(1): org.apache.atlas.repository.ogm
atlas,0.8.2,org.apache.atlas.services,4,0,Medium,Medium,Medium,Medium,43,8,97,42,912,152,1,1,24,36,,,,,,,Packages(4): org.apache.atlas.repository.typestore;org.apache.atlas.repository.audit;org.apache.atlas.repository.graph;org.apache.atlas.util
atlas,0.8.2,org.apache.atlas.util,27,0,High,Medium,High,Medium,61,10,373,90,2458,651,12,13,59,73,,,,LCC: 0.37,,,Packages(6): org.apache.atlas.typesystem.types.cache;org.apache.atlas.repository.audit;org.apache.atlas.repository.graph;org.apache.atlas.repository.store.graph.v1;org.apache.atlas.discovery;org.apache.atlas.repository.converters
atlas,0.8.2,org.apache.atlas.typesystem.exception,8,0,Medium,Medium,Medium,Medium,1,0,33,33,129,33,3,3,6,1,,,,LCC: 0.63,,,
atlas,0.8.2,org.apache.atlas.typesystem,8,0,Medium,Medium,Medium,Medium,6,1,65,27,277,80,10,14,242,6,,,,,,,Packages(1): org.apache.atlas.typesystem.persistence
atlas,0.8.2,org.apache.atlas.typesystem.persistence,6,0,High,Medium,Very High,Medium,42,33,112,111,1019,242,1,1,94,27,,Packages(2): org.apache.atlas.typesystem.types;org.apache.atlas.typesystem.persistence,,LCC: 0.33,,,Packages(1): org.apache.atlas.utils
atlas,0.8.2,org.apache.atlas.typesystem.types,63,0,High,Medium,Very High,Medium,216,116,539,365,4840,1008,36,71,563,349,,Packages(2): org.apache.atlas.typesystem.types;org.apache.atlas.typesystem.types.cache,,,classes: 63,,Packages(5): org.apache.atlas;org.apache.atlas.utils;org.apache.atlas.typesystem.persistence;org.apache.atlas.typesystem.types.cache;org.apache.atlas.typesystem.types.utils
atlas,0.8.2,org.apache.atlas.typesystem.types.utils,1,0,Medium,Medium,Medium,Medium,1,0,19,18,81,22,0,0,39,6,,,,,,,Packages(1): org.apache.atlas
atlas,0.8.2,org.apache.atlas.web.filters,20,0,Medium,Medium,Medium,Medium,96,22,203,160,2102,388,1,1,24,40,,,,LCC: 0.45,,,
atlas,0.8.2,org.apache.atlas.web.resources,22,42,Medium,High,Medium,Very High,102,14,174,131,3133,361,5,6,10,123,,,,LCC: 0.5,classes: 31,,
atlas,0.8.2,org.apache.atlas.web.security,22,0,High,Medium,High,Medium,110,11,124,78,1481,218,9,12,24,48,,,,LCC: 0.23,,,Packages(1): org.apache.atlas.web.filters
atlas,0.8.2,org.apache.atlas.web.service,15,0,High,Medium,High,Medium,50,12,105,78,1084,127,2,2,34,43,,,,LCC: 0.2,,,Packages(1): org.apache.atlas.web.security
atlas,0.8.2,org.apache.atlas.falcon.bridge,1,0,Medium,Medium,Medium,Medium,9,8,15,6,265,48,0,0,3,6,,,,,,,
atlas,0.8.2,org.apache.atlas.falcon.hook,3,0,Medium,Medium,Medium,Medium,24,10,28,8,360,51,0,0,1,14,,,,,,,
atlas,0.8.2,org.apache.atlas.falcon.service,2,0,Medium,Medium,Medium,Medium,9,1,19,15,213,40,0,0,1,4,,,,,,,
atlas,0.8.2,org.apache.atlas.hbase.hook,3,0,Medium,Medium,Medium,Medium,11,1,392,389,3375,780,1,1,0,2,,,,,,,
atlas,0.8.2,org.apache.atlas.hbase.model,1,0,Medium,Medium,Medium,Medium,13,0,20,20,117,26,0,0,1,2,,,,,,,
atlas,0.8.2,org.apache.atlas.hbase.util,2,0,Medium,Medium,Medium,Medium,32,0,22,5,313,48,1,1,2,11,,,,,,,
atlas,0.8.2,org.apache.atlas.hive.rewrite,5,0,Medium,Medium,Medium,Medium,8,1,16,9,125,22,1,1,8,7,,,,,,,
atlas,0.8.2,org.apache.atlas.hive,3,0,Medium,Medium,Medium,Medium,13,1,23,2,168,31,0,0,3,10,,,,,,,
atlas,0.8.2,org.apache.atlas.sqoop.hook,4,0,Medium,Medium,Medium,Medium,27,18,24,9,274,40,0,0,3,15,,,,,,,
atlas,0.8.2,org.apache.atlas.storm.hook,5,0,Medium,Medium,Medium,Medium,17,5,42,19,534,103,0,0,4,14,,,,,,,
atlas,0.8.2,org.apache.atlas.catalog.projection,10,0,Medium,Medium,Medium,Medium,12,0,34,30,271,59,5,8,13,24,,,,,,,
atlas,0.8.2,org.apache.atlas.security,5,0,Medium,Medium,Medium,Medium,30,17,28,18,475,79,0,0,14,5,,,,,,,
atlas,0.8.2,org.apache.atlas.groovy,23,0,Medium,Medium,Medium,Medium,46,3,141,128,851,174,20,46,125,57,,,,,,,
atlas,0.8.2,org.apache.atlas.service,5,0,Medium,Medium,Medium,Medium,20,1,74,57,1025,100,0,0,4,44,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.graphdb.titan.query.expr,5,0,Medium,Medium,Medium,Medium,7,0,22,20,166,29,2,2,6,10,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.graphdb.utils,1,0,Medium,Medium,Medium,Medium,1,0,2,2,12,2,0,0,0,0,,,,,,,
atlas,0.8.2,com.thinkaurelius.titan.diskstorage.hbase,21,0,Medium,Medium,Medium,Low,79,13,168,122,1290,243,9,9,27,30,,,,,,,
atlas,0.8.2,com.thinkaurelius.titan.diskstorage.solr,2,0,Medium,Medium,Medium,Low,28,17,32,15,760,164,0,0,3,3,,,,,,,
atlas,0.8.2,com.thinkaurelius.titan.graphdb.database.idassigner,2,0,Medium,Medium,Medium,Low,19,0,15,9,171,22,0,0,1,1,,,,,,,
atlas,0.8.2,com.thinkaurelius.titan.graphdb.query.graph,1,0,Medium,Medium,Low,Low,15,0,29,24,338,79,0,0,1,1,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.graphdb.titan0,19,0,Medium,Medium,Low,Low,38,4,213,178,1689,287,3,3,43,70,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.graphdb.titan1,20,0,Medium,Low,Low,Low,39,4,210,180,1704,283,3,3,46,79,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.graphdb.titan1.graphson,4,0,Medium,Low,Low,Low,44,24,29,12,502,112,0,0,5,6,,,,,,,
atlas,0.8.2,org.apache.atlas.model,4,0,Medium,Low,Low,Low,47,5,78,72,499,101,0,0,19,14,,,,,,,
atlas,0.8.2,org.apache.atlas.model.impexp,5,70,Low,High,Low,Very High,45,10,83,82,424,97,0,0,31,10,,,,,,,
atlas,0.8.2,org.apache.atlas.model.legacy,1,0,Low,Low,Low,Low,5,3,11,10,47,13,0,0,12,1,,,,,,,
atlas,0.8.2,org.apache.atlas.model.lineage,2,0,Low,Low,Low,Low,9,0,33,33,135,39,0,0,11,3,,,,,,,
atlas,0.8.2,org.apache.atlas.discovery.graph,2,0,Low,Low,Low,Low,10,5,33,29,350,71,0,0,9,28,,,,,,,
atlas,0.8.2,org.apache.atlas.gremlin.optimizer,19,0,Low,Low,Low,Low,51,2,120,89,1037,204,10,10,32,85,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.audit,10,0,Low,Low,Low,Low,29,9,72,43,725,144,5,5,18,28,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.converters,14,0,Low,Low,Low,Low,15,1,81,56,1089,227,9,19,47,129,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.impexp,26,912,Low,High,Low,Very High,102,1,294,182,2429,487,3,3,48,153,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.memory,25,0,Low,Low,Low,Low,43,1,231,53,1347,325,22,50,27,98,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.ogm,6,34,Low,High,Low,Very High,16,0,34,22,201,47,3,5,7,27,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.store.bootstrap,7,0,Low,Low,Low,Low,26,0,65,55,724,167,3,3,19,43,,,,,,,
atlas,0.8.2,org.apache.atlas.repository.typestore,11,0,Low,Low,Low,Low,37,2,89,54,868,172,3,3,25,55,,,,,,,
atlas,0.8.2,org.apache.atlas.setup,2,0,Low,Low,Low,Low,0,0,3,2,14,3,0,0,1,0,,,,,,,
atlas,0.8.2,org.apache.atlas.typesystem.types.cache,3,0,Low,Low,Very Low,Very Low,14,0,55,36,477,77,1,1,6,13,,,,,,,
atlas,0.8.2,org.apache.atlas.examples,4,0,Low,Low,Very Low,Very Low,71,62,70,14,755,93,0,0,5,39,,,,,,,
atlas,0.8.2,org.apache.atlas.web.errors,4,0,Low,Low,Very Low,Very Low,2,0,7,3,53,9,0,0,4,7,,,,,,,
atlas,0.8.2,org.apache.atlas.web.listeners,2,0,Low,Low,Very Low,Very Low,6,4,15,3,160,21,0,0,2,3,,,,,,,
atlas,0.8.2,org.apache.atlas.web.params,3,0,Low,Low,Very Low,Very Low,1,0,15,6,108,19,2,2,1,1,,,,,,,
atlas,0.8.2,org.apache.atlas.web.rest,4,0,Low,Low,Very Low,Very Low,16,1,58,49,1016,124,0,0,4,32,,,,,,,
atlas,0.8.2,org.apache.atlas.web.setup,4,0,Low,Low,Very Low,Very Low,10,1,23,13,296,27,0,0,2,14,,,,,,,
atlas,0.8.2,org.apache.atlas.web.util,4,0,Low,Low,Very Low,Very Low,14,3,27,22,297,59,0,0,24,17,,,,,,,
atlas,0.8.2,org.apache.atlas.web.adapters,2,0,Low,Low,Very Low,Very Low,13,0,24,18,329,41,0,0,2,32,,,,,,,
atlas,0.8.2,org.apache.atlas.web.integration,14,0,Low,Low,Very Low,Very Low,71,13,194,135,2740,279,10,11,5,104,,,,,,,
aurora,0.9.0,org.apache.aurora.benchmark,27,0,High,High,High,High,118,2,169,55,1254,214,5,5,37,107,,,,LCC: 0.22,,,
aurora,0.9.0,org.apache.aurora.benchmark.fakes,6,0,High,High,High,High,0,0,46,44,137,46,0,0,0,4,,,,LCC: 1.0,,,
aurora,0.9.0,org.apache.aurora.auth,9,0,High,High,High,High,11,0,28,17,187,28,4,5,26,11,,,,LCC: 0.22,,,
aurora,0.9.0,org.apache.aurora,12,0,High,High,High,High,6,1,65,35,312,65,2,3,22,11,,,,LCC: 0.25,,,
aurora,0.9.0,org.apache.aurora.scheduler.app,11,308,Medium,High,High,Very High,50,0,66,33,539,84,0,0,14,34,,,,,,,Packages(2): org.apache.aurora.scheduler.http;org.apache.aurora.scheduler.storage.log
aurora,0.9.0,org.apache.aurora.scheduler,21,277,Medium,High,High,Very High,90,2,165,92,1265,205,3,3,82,60,,,,,,,Packages(4): org.apache.aurora.scheduler.mesos;org.apache.aurora.scheduler.async.preemptor;org.apache.aurora.scheduler.state;org.apache.aurora.scheduler.stats
aurora,0.9.0,org.apache.aurora.scheduler.async,42,0,High,High,Very High,High,313,4,354,153,3076,446,4,4,103,219,,,,,classes: 42,,Packages(1): org.apache.aurora.scheduler.async.preemptor
aurora,0.9.0,org.apache.aurora.scheduler.base,21,0,High,Medium,Very High,High,46,30,163,137,1219,195,0,0,288,30,,Packages(2): org.apache.aurora.scheduler.configuration;org.apache.aurora.scheduler.base,,LCC: 0.38,,,Packages(1): org.apache.aurora.scheduler.configuration
aurora,0.9.0,org.apache.aurora.scheduler.configuration,11,0,Medium,Medium,Medium,High,43,7,100,73,787,151,2,2,46,15,,,,LCC: 0.27,,,
aurora,0.9.0,org.apache.aurora.scheduler.cron,9,0,High,Medium,Very High,Medium,41,1,79,37,672,118,0,0,44,14,,,,LCC: 0.22,,,Packages(1): org.apache.aurora.scheduler.configuration
aurora,0.9.0,org.apache.aurora.scheduler.events,17,0,Medium,Medium,Medium,Medium,43,0,110,93,624,126,8,8,79,48,,,,,,,Packages(3): org.apache.aurora.scheduler.filter;org.apache.aurora.scheduler;org.apache.aurora.scheduler.mesos
aurora,0.9.0,org.apache.aurora.scheduler.filter,11,0,Medium,Medium,Medium,Medium,50,1,143,87,927,175,1,1,70,42,,,,,,,Packages(2): org.apache.aurora.scheduler;org.apache.aurora.scheduler.mesos
aurora,0.9.0,org.apache.aurora.scheduler.http,44,0,High,Medium,Very High,Medium,126,3,244,154,1860,298,9,9,47,81,,,,LCC: 0.23,classes: 44,,
aurora,0.9.0,org.apache.aurora.scheduler.http.api,5,0,Medium,Medium,Medium,Medium,14,2,38,25,314,50,0,0,6,12,,,,,,,Packages(2): org.apache.aurora.scheduler.thrift;org.apache.aurora.scheduler.http
aurora,0.9.0,org.apache.aurora.scheduler.http.api.security,37,0,Medium,Medium,Medium,Medium,130,2,165,92,1304,211,4,6,35,54,,,,,classes: 37,,
aurora,0.9.0,org.apache.aurora.scheduler.log,6,0,Medium,Medium,Medium,Medium,0,0,18,9,150,18,0,0,16,2,,,,LCC: 0.67,,,
aurora,0.9.0,org.apache.aurora.scheduler.mesos,26,16,Medium,High,Medium,Very High,114,2,189,94,1260,216,7,9,82,75,,,,,,,Packages(2): org.apache.aurora.scheduler.async;org.apache.aurora.scheduler.stats
aurora,0.9.0,org.apache.aurora.scheduler.quota,8,0,Medium,Medium,Medium,Medium,22,0,144,79,1056,169,1,1,28,37,,,,,,,Packages(1): org.apache.aurora.scheduler.updater
aurora,0.9.0,org.apache.aurora.scheduler.state,25,0,Medium,Medium,Medium,Medium,117,1,257,179,2132,409,5,5,107,126,,,,,,,Packages(2): org.apache.aurora.scheduler.async;org.apache.aurora.scheduler.storage.db
aurora,0.9.0,org.apache.aurora.scheduler.storage,39,0,High,Medium,High,Medium,31,2,265,103,1771,309,24,24,305,96,,,,,classes: 39,,Packages(3): org.apache.aurora.scheduler.events;org.apache.aurora.scheduler.storage.testing;org.apache.aurora.scheduler.storage.db
aurora,0.9.0,org.apache.aurora.scheduler.storage.db,39,0,High,Medium,High,Medium,88,0,326,166,2327,375,2,2,82,112,,,,,classes: 39,,Packages(1): org.apache.aurora.scheduler.stats
aurora,0.9.0,org.apache.aurora.scheduler.storage.db.views,9,0,Medium,Medium,Medium,Medium,42,0,22,8,143,26,0,0,10,10,,,,LCC: 0.33,,,
aurora,0.9.0,org.apache.aurora.scheduler.storage.log,31,0,Medium,Medium,Medium,Medium,133,1,353,192,2775,480,6,6,58,134,,,,,classes: 31,,
aurora,0.9.0,org.apache.aurora.scheduler.storage.mem,14,0,Medium,Medium,Medium,Medium,44,0,100,47,752,131,0,0,16,38,,,,LCC: 0.21,,,
aurora,0.9.0,org.apache.aurora.scheduler.thrift.aop,17,0,Medium,Medium,Medium,Medium,35,0,122,81,659,134,2,3,40,38,,,,,,,Packages(1): org.apache.aurora.scheduler.thrift
aurora,0.9.0,org.apache.aurora.scheduler.thrift,13,114,Medium,High,Medium,Very High,93,2,353,255,2867,426,0,0,28,109,,,,,,,Packages(2): org.apache.aurora.scheduler.storage.backup;org.apache.aurora.scheduler.updater
aurora,0.9.0,org.apache.aurora.scheduler.updater,37,0,Medium,Medium,Medium,Medium,158,3,334,162,3021,470,6,6,79,129,,,,,classes: 37,,
aurora,0.9.0,org.apache.aurora.scheduler.app.local.simulator,6,0,Medium,Medium,Medium,Low,11,4,14,8,101,14,0,0,6,8,,,,LCC: 0.33,,,
aurora,0.9.0,org.apache.aurora.codec,3,0,Medium,Medium,Low,Low,3,1,18,16,179,20,0,0,15,3,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.async.preemptor,21,0,Medium,Low,Low,Low,132,0,170,91,1416,219,3,3,74,117,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.cron.quartz,16,0,Low,Low,Low,Low,64,5,114,61,881,144,0,0,28,70,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.log.mesos,11,0,Low,Low,Low,Low,78,0,103,46,747,128,0,0,28,29,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.metadata,4,0,Low,Low,Low,Low,17,0,25,12,180,32,0,0,6,8,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.sla,20,0,Low,Low,Low,Low,77,0,127,71,1031,201,6,6,29,46,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.stats,14,8,Low,High,Low,High,55,3,103,57,618,120,2,2,38,51,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.storage.backup,13,0,Low,Low,Low,Low,76,0,111,54,881,133,2,2,28,62,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.thrift.auth,1,0,Low,Low,Very Low,Very Low,6,0,3,2,27,3,0,0,0,3,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.updater.strategy,6,0,Low,Low,Very Low,Very Low,6,0,20,15,134,20,3,5,8,4,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.app.local,4,0,Low,Low,Very Low,Very Low,14,0,46,32,246,50,0,0,6,14,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.storage.log.testing,2,0,Low,Low,Very Low,Very Low,3,0,11,8,85,11,0,0,7,4,,,,,,,
aurora,0.9.0,org.apache.aurora.scheduler.storage.testing,2,0,Low,Low,Very Low,Very Low,10,10,12,10,153,25,0,0,34,12,,,,,,,
aurora,0.10.0,org.apache.aurora.common.args,51,0,High,High,Very High,Very High,188,4,241,167,2108,304,5,5,158,123,,,,,classes: 51,,Packages(3): org.apache.aurora.common.args.argfilterstest;org.apache.aurora.common.args.argfilterstest.subpackageB;org.apache.aurora.common.args.argfilterstest.subpackageA
aurora,0.10.0,org.apache.aurora.common.args.constraints,11,0,High,High,High,Very High,0,0,24,23,152,25,0,0,0,0,,,,LCC: 1.0,,,
aurora,0.10.0,org.apache.aurora.common.base,10,0,High,High,High,High,4,1,30,24,301,34,1,1,82,7,,,,LCC: 0.4,,,
aurora,0.10.0,org.apache.aurora.common.net.http.handlers,18,0,High,High,High,High,47,4,65,50,587,97,2,2,12,17,,,,LCC: 0.56,,,
aurora,0.10.0,org.apache.aurora.common.zookeeper,44,0,High,High,High,High,147,5,368,246,3386,499,7,7,126,135,,,,,classes: 44,,
aurora,0.10.0,org.apache.aurora.common.zookeeper.testing,2,0,High,High,High,High,9,2,27,16,196,29,0,0,4,5,,,,,,,Packages(1): org.apache.aurora.common.zookeeper
aurora,0.10.0,org.apache.aurora.benchmark,27,0,High,High,High,High,116,2,169,65,1256,214,5,5,37,140,,,,LCC: 0.22,,,
aurora,0.10.0,org.apache.aurora.benchmark.fakes,6,0,High,High,High,High,0,0,46,44,138,46,0,0,0,4,,,,LCC: 1.0,,,
aurora,0.10.0,org.apache.aurora,14,0,High,High,High,High,12,0,72,38,345,72,2,3,20,15,,,,LCC: 0.29,,,
aurora,0.10.0,org.apache.aurora.scheduler.app,13,0,Medium,High,High,High,48,1,66,28,571,83,0,0,16,72,,,,LCC: 0.23,,,Packages(2): org.apache.aurora.scheduler.http;org.apache.aurora.scheduler.storage.log
aurora,0.10.0,org.apache.aurora.scheduler,30,0,High,High,Very High,High,117,10,237,143,1796,295,4,4,133,102,,,,LCC: 0.2,,,Packages(4): org.apache.aurora.common.zookeeper;org.apache.aurora.scheduler.mesos;org.apache.aurora.scheduler.state;org.apache.aurora.scheduler.stats
aurora,0.10.0,org.apache.aurora.scheduler.async,8,0,Medium,High,High,High,24,0,40,18,303,44,2,1,32,22,,,,,classes: 42,,Packages(1): org.apache.aurora.scheduler
aurora,0.10.0,org.apache.aurora.scheduler.base,18,0,High,Medium,Very High,High,18,6,140,117,1034,171,0,0,262,29,,Packages(2): org.apache.aurora.scheduler.configuration;org.apache.aurora.scheduler.base,,LCC: 0.33,,,Packages(3): org.apache.aurora.scheduler.configuration;org.apache.aurora;org.apache.aurora.scheduler
aurora,0.10.0,org.apache.aurora.scheduler.configuration,7,0,Medium,Medium,High,High,18,1,35,22,325,73,2,2,21,11,,,,LCC: 0.27,,,Packages(1): org.apache.aurora.common.args
aurora,0.10.0,org.apache.aurora.scheduler.cron,9,0,High,Medium,Very High,High,41,1,79,37,672,118,0,0,44,14,,,,LCC: 0.22,,,Packages(1): org.apache.aurora.scheduler.configuration
aurora,0.10.0,org.apache.aurora.scheduler.events,17,0,Medium,Medium,Medium,Medium,42,0,109,92,609,124,8,8,81,48,,,,,,,Packages(2): org.apache.aurora.scheduler.filter;org.apache.aurora.scheduler
aurora,0.10.0,org.apache.aurora.scheduler.filter,11,0,Medium,Medium,Medium,Medium,49,1,143,87,926,175,1,1,69,45,,,,,,,Packages(2): org.apache.aurora.scheduler;org.apache.aurora.scheduler.mesos
aurora,0.10.0,org.apache.aurora.scheduler.http,44,0,High,Medium,Very High,Medium,128,3,242,153,1837,300,9,9,47,100,,,,LCC: 0.23,classes: 44,,
aurora,0.10.0,org.apache.aurora.scheduler.http.api,5,0,Medium,Medium,Medium,Medium,14,2,36,23,297,48,0,0,6,13,,,,,,,Packages(1): org.apache.aurora.scheduler.http
aurora,0.10.0,org.apache.aurora.scheduler.http.api.security,37,0,Medium,Medium,Medium,Medium,129,2,164,89,1295,210,4,6,35,61,,,,,classes: 37,,
aurora,0.10.0,org.apache.aurora.scheduler.log,6,0,Medium,Medium,Medium,Medium,0,0,18,9,150,18,0,0,16,2,,,,LCC: 0.67,,,
aurora,0.10.0,org.apache.aurora.scheduler.mesos,28,0,Medium,Medium,Medium,Medium,102,6,187,90,1238,215,7,9,88,90,,,,,,,Packages(1): org.apache.aurora.scheduler.stats
aurora,0.10.0,org.apache.aurora.scheduler.offers,10,0,High,Medium,Very High,Medium,50,1,98,49,675,114,2,2,32,38,,,,LCC: 0.2,,,Packages(2): org.apache.aurora.scheduler.mesos;org.apache.aurora.scheduler
aurora,0.10.0,org.apache.aurora.scheduler.quota,8,0,Medium,Medium,Medium,Medium,32,0,151,83,1098,174,1,1,28,35,,,,,,,Packages(1): org.apache.aurora.scheduler.updater
aurora,0.10.0,org.apache.aurora.scheduler.scheduling,14,0,Medium,Medium,Medium,Medium,102,0,105,57,928,141,2,2,34,103,,,,,,,Packages(1): org.apache.aurora.scheduler.preemptor
aurora,0.10.0,org.apache.aurora.scheduler.state,24,0,Medium,Medium,Medium,Medium,124,1,244,171,2101,398,5,5,93,144,,,,,,,Packages(2): org.apache.aurora.scheduler.scheduling;org.apache.aurora.scheduler.storage.db
