@relation 'Efforts-5-Levels'

@attribute Class-Count numeric
@attribute LOC numeric
@attribute Smells-Rank {'Very Low',Low,Medium,High,'Very High'}
@attribute Effort-Rank {'Very Low',Low,Medium,High,'Very High'}

@data
3,483,High,High
6,508,High,High
2,79,High,High
1,23,High,High
1,53,High,High
12,1236,High,High
10,497,High,High
8,1599,High,High
3,535,High,High
8,671,High,High
6,989,Very High,Very High
27,890,Very High,Very High
3,296,Very High,Very High
6,567,Very High,Very High
21,739,Very High,Very High
9,994,Very High,Very High
1,1200,Very High,Very High
9,1215,Very High,Very High
6,809,Very High,Very High
11,843,Very High,Very High
3,289,Very High,Very High
36,2146,Low,Low
6,872,Very Low,Low
11,595,Low,Low
13,1602,Very Low,Low
14,1209,Very Low,Very Low
25,2383,Low,Low
9,560,Low,Very Low
49,3588,Very Low,Low
5,389,Low,Low
3,816,Very Low,Low
7,1551,Very Low,Very Low
6,672,Low,Very Low
18,1621,Low,Very Low
2,849,Low,Very Low
8,953,Medium,Low
28,1790,Very Low,Low
45,2719,Very Low,Very Low
7,695,Medium,Medium
16,1738,Medium,Very Low
7,874,Low,Medium
88,8534,Very Low,Medium
15,715,Low,Medium
33,8936,Very Low,Medium
14,1422,Medium,Medium
39,3357,Very Low,Very Low
9,957,Medium,Medium
53,3383,Low,Medium
9,2787,Medium,Medium
6,1301,Medium,Medium
1,91,Medium,Medium
24,1905,Medium,High
4,189,Medium,High
3,483,Medium,High
6,508,High,High
2,79,High,High
1,23,High,High
1,53,High,Very Low
12,1236,High,High
10,497,High,High
8,1599,High,High
3,540,High,High
1,62,High,High
8,671,High,Very High
6,992,High,Very High
8,987,Very High,Very High
27,879,Very High,Very High
3,296,Very High,Very High
6,571,Very High,Very High
21,739,Very High,Very High
9,999,Very High,Very High
1,1200,Very High,Very Low
9,1243,Very High,Low
6,809,Very High,Very High
11,856,Very High,Very High
3,289,Very High,Very High
156,28009,Very Low,Low
44,5483,Medium,Medium
31,3610,High,Very Low
18,2308,Low,Medium
19,1661,High,Medium
50,3191,Very Low,Very Low
70,6848,Low,High
16,1191,Medium,High
45,7849,Very High,Very High
146,16303,Very High,Low
40,2642,Medium,Very High
29,2273,Very High,Very High
124,22249,Very Low,Very Low
14,782,Low,Low
23,3687,Low,Medium
15,2131,Medium,High
15,2004,High,Very High
4,231,High,High
14,1465,Very High,Very High
12,502,Very High,Low
23,786,Low,Very Low
15,935,Low,Very Low
14,365,Low,Very Low
13,458,Low,Very Low
6,197,Very Low,Low
21,1266,Very Low,Low
10,781,Low,Low
23,1389,Very Low,Low
11,467,Medium,Low
9,1694,Medium,Medium
10,733,Medium,Medium
16,688,Very Low,Medium
45,3605,Very Low,Medium
33,3173,Medium,Medium
18,1576,Medium,Medium
49,5511,Medium,High
10,798,High,High
5,225,High,High
9,709,High,Very Low
4,335,High,High
3,56,High,High
1,24,Very High,Very High
2,29,Very High,Very High
14,1083,Very High,Very High
5,142,Very High,Very High
4,352,Very High,Very High
1,31,Very High,Very High
23,886,Very Low,Very Low
16,965,Low,Very Low
16,398,Low,Very Low
13,439,Low,Very Low
6,207,Very Low,Very Low
25,1391,Low,Low
10,857,Low,Low
24,1361,Very Low,Low
11,471,Low,Low
9,1664,Medium,Low
13,867,Medium,Low
17,675,Very Low,Medium
31,2897,Medium,Medium
56,4455,Very Low,Medium
35,3168,Medium,Medium
18,1817,Medium,Medium
53,5617,Medium,Medium
11,745,Medium,Medium
11,519,Very Low,High
66,12488,High,Very Low
7,360,High,High
4,250,High,High
3,64,High,High
4,150,High,High
13,576,High,High
2,29,Very High,Very High
5,142,Very High,Very High
16,1301,Very High,Very High
3,249,Very High,Very High
3,198,Very High,Very High
1,37,Very High,Very High
9,714,Very High,Very High
23,886,Low,Low
16,965,Low,Very Low
16,398,Low,Low
6,231,Low,Low
13,439,Low,Low
6,207,Very Low,Low
35,2740,Very Low,Very Low
10,855,Medium,Very Low
24,1361,Very Low,Low
11,476,Medium,Medium
9,1664,Medium,Medium
13,951,Medium,Medium
17,675,Very Low,Medium
31,2939,Very Low,Very Low
57,4579,Very Low,Very Low
36,3183,Medium,Very Low
18,1817,Medium,Medium
53,5617,Medium,Medium
11,745,High,Medium
11,519,Low,High
70,12737,High,High
7,360,High,High
4,250,High,High
3,64,High,High
13,578,High,High
2,29,Very High,Very High
5,142,Very High,Very High
16,1301,Very High,Very High
3,249,Very High,Very High
3,198,Very High,Very High
1,37,Very High,Very High
9,714,Very High,Very High
22,845,Very Low,Very Low
20,1256,Low,Very Low
20,505,Low,Very Low
24,1223,Low,Very Low
7,266,Low,Very Low
23,1794,Low,Very Low
17,2669,Very Low,Low
28,1196,Low,Low
10,342,Low,Low
9,1725,Low,Low
10,605,Medium,Low
20,683,Very Low,Low
36,5188,Medium,Low
84,6866,Very Low,Low
53,4985,Medium,Very Low
64,5742,Medium,Medium
65,3825,Very Low,Medium
8,340,Very Low,Medium
13,645,Very Low,Medium
94,16153,Medium,Medium
7,392,Medium,Medium
20,1099,Medium,Medium
3,62,High,High
5,534,High,High
17,750,High,High
14,597,High,High
3,74,High,High
25,2160,High,High
2,31,High,High
23,2526,High,High
10,1413,Very High,Very High
3,236,Very High,Very High
16,832,Very High,Very High
29,998,Very High,Very High
1,27,Very High,Very High
7,354,Very High,Very High
1,36,Very High,Very High
19,1274,Very High,Very High
11,693,Low,Low
46,1899,Very Low,Low
23,1264,Low,Very Low
16,1709,Very Low,Low
8,802,Medium,Medium
25,2391,Very Low,Low
7,169,Medium,Medium
40,4278,Medium,Medium
14,828,Medium,Medium
37,3031,Very Low,Medium
14,1999,Low,Low
23,962,Low,High
13,705,Medium,High
10,724,High,High
32,3049,Low,High
31,3728,Very Low,Very Low
16,417,High,High
17,533,High,High
37,4748,High,Very Low
14,505,Low,Very High
12,896,High,Very High
9,885,High,Very Low
11,568,Very High,Very High
5,113,Very High,Very High
26,2712,Very High,Very High
8,1128,Very High,Very Low
2,347,Very High,Low
3,137,Very High,Very High
12,658,Low,Very Low
10,516,Very Low,Very Low
52,2350,Very Low,Very Low
25,1906,Low,Very Low
27,2328,Very Low,Very Low
9,404,Low,Very Low
38,3682,Very Low,Low
9,186,Low,Low
44,4525,Low,Low
14,927,Low,Low
42,3645,Very Low,Low
21,2392,Medium,Low
18,1422,Medium,Low
31,3867,Very Low,Medium
21,567,Medium,Medium
74,8345,Medium,Medium
15,524,Low,Medium
14,1002,Medium,Medium
17,1802,Medium,Medium
13,788,Medium,Medium
7,536,High,High
18,1952,High,High
9,1001,High,High
2,670,High,High
14,1134,High,High
3,357,High,High
30,3702,High,High
29,2965,Very High,Very High
6,286,Very High,Very High
16,701,Very High,Very High
3,124,Very High,Very High
14,2124,Very High,Very High
9,726,Very High,Very High
2,127,Very High,Very High
8,347,Low,Medium
5,79,Low,High
9,355,Low,Very Low
9,652,Low,High
11,289,Very Low,Very Low
6,246,Very Low,Medium
3,48,Low,Low
7,762,Very Low,Very Low
52,5824,Very Low,Medium
30,1378,Very Low,Very Low
13,1089,Low,Very Low
31,621,Low,Low
6,129,Low,Medium
4,182,Low,High
15,227,Very Low,Medium
9,441,Low,High
4,164,Medium,High
6,1584,Very Low,Very Low
32,2690,Very Low,Very Low
12,303,Very Low,Low
10,250,Medium,Low
6,391,Medium,Low
16,588,Very Low,High
6,217,Very Low,Very High
8,1493,Low,Very High
6,243,Medium,Very High
4,232,Medium,Very High
9,635,Medium,Low
6,292,Medium,Very High
15,410,Medium,Medium
1,132,Medium,Very Low
1,699,Medium,Very Low
11,200,Medium,Low
8,1369,High,High
11,855,High,Medium
6,350,High,High
10,615,High,Low
3,288,High,Medium
13,235,High,High
5,139,High,Low
1,516,High,Very Low
10,301,High,Medium
6,362,High,Medium
12,776,High,Low
3,380,Very High,Medium
4,66,Very High,High
17,534,Very High,Low
7,472,Very High,Very High
5,1354,Very High,Very Low
7,554,Very High,High
2,186,Very High,Very High
4,183,Very High,Very High
1,23,Very High,Very High
9,563,Very High,Very High
19,792,Very High,Very High
8,345,Low,High
7,202,Very Low,Medium
12,447,Low,Very Low
10,752,Low,Medium
10,1896,Very Low,Very Low
6,302,Very Low,Medium
6,129,Low,High
7,910,Low,Low
47,5460,Very Low,Very Low
10,151,Very Low,High
15,713,Low,High
23,1544,Very Low,Medium
20,1534,Very Low,Very Low
16,654,Low,Low
8,285,Low,Low
9,779,Very Low,High
14,1536,Very Low,Low
6,215,Low,High
2,23,Low,High
9,1152,Low,Medium
21,468,Very Low,Medium
9,391,Low,High
13,477,Very Low,High
8,423,Low,Very Low
7,302,Low,Very Low
13,1994,Medium,Very Low
12,499,Medium,Low
43,3377,Very Low,Very Low
4,898,Medium,Low
18,957,Medium,Medium
21,1318,Very Low,Low
4,62,Medium,Medium
5,88,Medium,Medium
9,753,Medium,Low
7,435,Very Low,Low
20,1988,Medium,Low
14,1192,Low,Low
4,299,Medium,Medium
9,781,Medium,High
2,247,Medium,High
4,278,Medium,High
6,1163,Medium,Very Low
5,191,Medium,High
4,118,High,High
1,9,High,Medium
1,42,High,High
3,321,High,Very High
1,38,High,Very High
11,972,High,Medium
6,370,High,Very Low
10,626,High,Very High
1,37,High,Medium
7,146,High,Low
8,875,High,Medium
14,467,High,Very High
7,163,High,Very High
1,207,High,Very Low
4,145,High,Very High
12,313,Very High,Very Low
6,345,Very High,Very High
12,836,Very High,Low
5,470,Very High,Low
8,349,Very High,Very High
4,112,Very High,Low
5,354,Very High,Very High
6,344,Very High,Very High
8,610,Very High,Very Low
16,3519,Very High,Very Low
1,5,Very High,Very High
2,194,Very High,Very High
8,437,Very High,Very High
2,154,Very High,Very High
4,187,Very High,Very High
8,363,Very Low,Low
8,247,Very Low,Low
7,281,Low,Low
3,249,Low,Low
12,2823,Very Low,Low
6,244,Very Low,Medium
7,143,Low,Low
10,1048,Very Low,Very Low
59,7694,Very Low,Very Low
10,151,Very Low,Medium
15,720,Low,Medium
30,2168,Very Low,Very Low
10,738,Low,Medium
30,2349,Very Low,Very Low
18,738,Low,Medium
11,348,Low,Medium
9,793,Very Low,Medium
19,1857,Very Low,Low
7,316,Low,Medium
2,23,Low,Medium
9,1184,Low,Medium
13,1715,Low,Medium
21,456,Very Low,Low
9,391,Low,Low
17,671,Low,Medium
12,726,Low,Medium
11,510,Low,Medium
9,1116,Low,Very Low
17,2644,Low,Very Low
14,548,Very Low,Low
6,1178,Very Low,Low
40,3579,Very Low,Medium
6,1015,Medium,Very Low
22,1407,Medium,Medium
27,1827,Medium,Medium
7,197,Medium,Low
8,245,Medium,Very Low
10,801,Medium,High
9,548,Medium,Very Low
8,467,Medium,High
11,1171,Medium,High
11,792,Very Low,High
4,318,Medium,Very Low
9,808,Medium,High
4,248,Medium,Very Low
4,266,Medium,High
9,353,Medium,Low
8,883,Medium,High
3,124,Medium,High
8,1676,Medium,Very Low
10,651,High,High
1,22,High,High
8,1280,High,Low
11,910,High,High
2,20,High,High
5,191,High,High
4,107,High,High
1,42,High,High
3,387,High,High
1,40,High,High
12,462,High,Very High
1,44,High,Very High
11,680,High,Very Low
1,41,High,Very High
8,172,High,Very High
17,818,High,Very High
7,165,High,Very High
7,236,Very High,Very High
10,466,Very High,Very High
4,270,Very High,Very High
6,110,Very High,Low
6,307,Very High,Very High
6,187,Very High,Very High
6,318,Very High,Very High
11,778,Very High,Very Low
8,386,Very High,Low
5,170,Very High,Very High
5,373,Very High,Very High
6,352,Very High,Very Low
4,470,Very High,Low
10,861,Very High,Very High
19,3897,Very High,Very High
1,5,Very High,Very High
2,200,Very High,Very Low
8,371,Very Low,Low
8,265,Very Low,Low
7,281,Very Low,Very Low
3,267,Low,Low
12,3117,Very Low,Low
13,2003,Low,Low
6,244,Very Low,Low
12,1143,Low,Very Low
11,921,Low,Very Low
60,7917,Very Low,Very Low
10,151,Very Low,Medium
15,724,Low,Medium
34,2124,Very Low,Very Low
10,853,Low,Medium
32,2688,Very Low,Low
18,740,Low,Low
11,367,Low,Medium
9,795,Very Low,Medium
22,2255,Very Low,Medium
7,316,Low,Low
9,1184,Low,Medium
13,1773,Low,Very Low
21,457,Low,Medium
9,403,Low,Medium
11,830,Low,Medium
17,673,Low,Low
12,860,Low,Very Low
11,519,Low,Low
10,1133,Very Low,Low
11,513,Low,Very Low
11,2736,Very Low,Low
18,724,Very Low,Very Low
7,1208,Very Low,Medium
41,3683,Very Low,Very Low
6,1103,Medium,Medium
22,1412,Very Low,Medium
27,2151,Medium,Very Low
8,277,Medium,Very Low
10,465,Medium,Medium
10,929,Medium,Medium
7,422,Medium,Medium
11,657,Medium,Very Low
10,866,Medium,Medium
8,470,Medium,Medium
11,1195,Medium,High
16,1377,Very Low,Very Low
5,356,Medium,High
9,829,Medium,High
4,256,Medium,Low
4,385,Medium,Very Low
9,417,Medium,High
8,926,Medium,High
3,124,Medium,High
10,664,Medium,High
1,22,High,High
12,1000,High,High
11,1581,High,Very Low
2,20,High,High
5,188,High,High
4,107,High,High
2,23,High,High
1,62,High,High
3,387,High,High
1,40,High,High
12,552,High,Low
1,44,High,High
1,242,High,High
1,41,High,Very High
8,172,High,Low
3,156,High,Very High
17,818,High,Low
7,165,High,Very High
7,236,Very High,Very Low
10,507,Very High,Very High
4,281,Very High,Very High
3,760,Very High,Very High
6,307,Very High,Very High
6,197,Very High,Very High
6,347,Very High,Very High
9,268,Very High,Very High
8,461,Very High,Very High
5,181,Very High,Very High
5,367,Very High,Very High
6,396,Very High,Very Low
4,511,Very High,Very High
19,3925,Very High,Low
1,5,Very High,Very High
3,231,Very High,Very High
4,363,Very High,Very High
3,145,Very High,Very High
12,500,Low,Very Low
23,1396,Very Low,Very Low
6,636,Very Low,Very Low
8,362,Low,Very Low
8,255,Very Low,Very Low
9,286,Very Low,Very Low
3,262,Low,Very Low
10,1009,Very Low,Very Low
12,3110,Very Low,Very Low
13,1982,Low,Very Low
6,244,Very Low,Very Low
13,1309,Very Low,Very Low
63,7893,Very Low,Low
10,154,Very Low,Low
15,696,Low,Low
34,2075,Very Low,Low
10,798,Very Low,Low
32,2674,Very Low,Very Low
18,721,Low,Low
9,797,Very Low,Low
24,2555,Very Low,Very Low
7,326,Low,Low
2,23,Low,Low
8,1153,Low,Low
16,2177,Low,Low
21,458,Low,Low
9,395,Low,Low
19,862,Low,Low
12,685,Very Low,Low
11,510,Low,Low
11,1162,Medium,Low
12,560,Very Low,Low
11,2880,Very Low,Very Low
14,681,Low,Very Low
7,1218,Low,Medium
41,3799,Low,Medium
6,1157,Medium,Medium
10,479,Medium,Medium
28,2205,Medium,Medium
12,590,Medium,Medium
9,268,Medium,Medium
10,465,Medium,Medium
10,917,Medium,Medium
7,417,Medium,Medium
11,765,Medium,Medium
10,845,Medium,Medium
10,1164,Medium,Medium
17,1433,Low,Medium
21,4216,Medium,Very Low
5,356,Medium,Medium
9,818,Medium,Medium
4,258,Medium,Medium
4,295,Medium,Medium
9,417,Medium,High
3,124,High,High
10,650,High,High
1,22,High,High
12,996,High,High
11,1513,High,High
3,75,High,High
11,888,High,High
2,20,High,High
5,179,High,High
4,107,High,High
1,62,High,High
6,684,High,High
1,41,High,High
12,540,High,High
1,44,High,High
1,272,High,High
11,831,High,High
1,41,High,Very High
8,171,Very High,Very High
3,156,Very High,Very High
17,817,Very High,Very High
7,165,Very High,Very High
7,216,Very High,Very High
4,273,Very High,Very Low
3,755,Very High,Very High
6,307,Very High,Very High
6,197,Very High,Very High
6,347,Very High,Very High
8,447,Very High,Very High
5,181,Very High,Very High
5,367,Very High,Very High
6,420,Very High,Very High
1,5,Very High,Very High
3,231,Very High,Very High
8,470,Very High,Very High
4,363,Very High,Very High
3,145,Very High,Very High
31,2730,Very Low,Low
7,226,Very Low,Low
6,358,Low,Low
29,2002,Very Low,Very Low
10,831,Very Low,Very Low
17,705,Low,Very Low
12,501,Low,Low
10,732,Very Low,Low
26,2478,Very Low,Very Low
10,762,Low,Very Low
8,505,Low,Low
7,328,Low,Low
10,600,Very Low,Very Low
11,514,Low,Low
8,170,Low,Low
16,767,Very Low,Very Low
6,1332,Low,Low
29,2932,Very Low,Low
27,1565,Very Low,Very Low
7,510,Low,Low
8,1188,Low,Low
8,478,Low,Low
7,323,Very Low,Low
23,1594,Very Low,Very Low
8,280,Very Low,Low
3,268,Low,Low
9,975,Low,Low
11,2229,Low,Low
6,244,Very Low,Low
13,1350,Very Low,Medium
6,353,Low,Medium
31,2874,Very Low,Medium
2,23,Low,Medium
8,1136,Low,Medium
26,3315,Low,Medium
25,602,Very Low,Low
19,1047,Low,Medium
14,622,Low,Very Low
14,3384,Very Low,Very Low
16,868,Low,Medium
9,269,Low,Medium
10,483,Medium,Medium
10,945,Medium,Medium
21,1903,Very Low,Very Low
7,277,Medium,Medium
7,415,Medium,Very Low
11,515,Medium,Medium
11,784,Medium,Very Low
14,964,Medium,Medium
11,1274,Medium,Medium
4,180,Medium,Medium
9,538,Medium,Medium
10,524,Medium,Very Low
15,1674,Medium,Medium
11,1265,Medium,Medium
10,154,Very Low,Medium
15,697,Medium,Medium
6,1494,Very Low,Medium
41,6293,Very Low,Very Low
7,1283,Very Low,Medium
1,87,Medium,Very Low
6,680,Medium,High
3,221,Medium,High
9,404,Medium,Very Low
14,2069,Medium,High
10,625,Medium,Very Low
7,272,Medium,High
6,529,Medium,Very Low
12,584,Medium,High
6,183,High,High
9,457,High,High
3,476,High,High
4,933,High,Very Low
5,207,High,Very Low
6,431,High,Low
5,257,High,High
6,516,High,High
1,78,High,High
25,4375,High,High
5,383,High,High
8,393,High,High
9,783,High,High
3,124,High,High
1,13,High,High
1,22,High,High
12,1008,High,High
3,75,High,High
2,23,High,High
4,72,High,High
1,62,High,High
6,721,High,Very High
1,41,High,Very High
1,45,Very High,Very High
1,325,Very High,Very High
12,1273,Very High,Very Low
1,40,Very High,Very High
6,308,Very High,Very High
6,198,Very High,Very High
6,356,Very High,Very High
1,71,Very High,Very High
5,183,Very High,Very High
5,412,Very High,Very High
4,242,Very High,Very High
8,504,Very High,Very High
1,34,Very High,Very High
3,150,Very High,Very High
4,274,Very High,Very High
3,282,Very High,Very High
9,463,Very High,Very High
3,163,Very High,Very High
5,179,Very High,Very High
4,107,Very High,Very High
17,842,Very High,Very High
7,165,Very High,Very High
3,793,Very High,Low
6,236,Very Low,Very Low
14,1437,Very Low,Very Low
8,375,Very Low,Very Low
16,712,Very Low,Very Low
18,1117,Very Low,Very Low
8,397,Very Low,Very Low
11,361,Low,Very Low
68,6118,Low,Very Low
6,815,Very Low,Very Low
20,1665,Low,Low
4,403,Low,Low
37,6073,Very Low,Low
1,234,Low,Low
8,639,Low,Low
3,910,Low,Low
11,1296,Low,Low
6,499,Low,Low
15,3108,Low,Low
16,866,Low,Low
6,607,Very Low,Low
30,3741,Very Low,Low
60,4043,Very Low,Medium
8,624,Low,Medium
11,725,Medium,Medium
8,1342,Medium,Medium
6,1556,Medium,Medium
16,1220,Medium,Medium
6,216,Medium,Very Low
1,85,Medium,Medium
5,187,Medium,Medium
3,84,Medium,Medium
1,34,Medium,Medium
2,192,Medium,Medium
1,25,Medium,High
3,195,High,High
3,120,High,High
21,2786,High,High
4,330,High,High
3,142,High,High
6,425,High,High
5,531,High,High
4,243,High,High
5,274,High,High
5,692,High,High
5,532,High,Very Low
1,62,High,High
1,27,Very High,Very High
2,174,Very High,Very High
3,304,Very High,Very High
5,1117,Very High,Very High
3,70,Very High,Very High
3,243,Very High,Very High
2,91,Very High,Very High
5,204,Very High,Very High
3,139,Very High,Very High
1,16,Very High,Very High
3,171,Very High,Very High
1,43,Very High,Very High
6,236,Very Low,Very Low
14,1437,Very Low,Very Low
8,375,Very Low,Very Low
16,718,Very Low,Very Low
18,1117,Very Low,Very Low
8,397,Very Low,Very Low
11,361,Very Low,Very Low
68,6118,Low,Very Low
6,815,Very Low,Very Low
20,1665,Low,Very Low
4,403,Low,Low
37,6073,Very Low,Low
1,234,Low,Low
10,862,Low,Low
3,996,Low,Low
14,1691,Low,Low
6,499,Low,Low
15,3126,Low,Low
16,866,Low,Low
6,607,Very Low,Very Low
31,3882,Very Low,Very Low
60,4043,Very Low,Low
8,624,Low,Low
11,725,Low,Low
8,1344,Medium,Medium
6,1556,Medium,Medium
16,1220,Medium,Medium
6,216,Medium,Medium
1,85,Medium,Medium
5,187,Medium,Medium
3,84,Medium,Medium
1,34,Medium,Medium
2,192,Medium,Medium
1,25,Medium,Medium
3,195,Medium,Medium
3,120,Medium,Medium
21,2787,High,High
4,330,High,High
3,142,High,High
7,513,High,High
5,534,High,High
4,243,High,High
5,274,High,High
5,692,High,High
5,520,High,High
1,62,High,High
1,27,High,High
2,174,High,High
3,304,Very High,Very High
1,57,Very High,Very High
2,155,Very High,Very High
3,191,Very High,Very High
5,1117,Very High,Very High
3,70,Very High,Very High
3,243,Very High,Very High
2,91,Very High,Very High
5,204,Very High,Very High
3,139,Very High,Very High
1,16,Very High,Very High
3,246,Very High,Very High
1,43,Very High,Very High
6,236,Very Low,Very Low
14,1437,Very Low,Very Low
8,375,Very Low,Very Low
16,718,Very Low,Very Low
18,1117,Very Low,Very Low
8,397,Very Low,Very Low
11,361,Very Low,Very Low
68,6118,Low,Very Low
6,815,Very Low,Very Low
20,1665,Low,Very Low
4,403,Low,Very Low
37,6073,Very Low,Low
1,234,Low,Low
10,862,Low,Low
3,996,Low,Low
14,1691,Low,Low
6,499,Low,Low
15,3138,Low,Low
16,866,Low,Low
6,607,Very Low,Low
31,3865,Very Low,Very Low
60,4043,Very Low,Low
8,624,Low,Low
11,725,Low,Low
8,1344,Medium,Medium
6,1556,Medium,Medium
16,1258,Medium,Medium
6,216,Medium,Medium
1,85,Medium,Medium
5,187,Medium,Medium
3,84,Medium,Medium
1,34,Medium,Medium
2,192,Medium,Medium
1,25,Medium,Medium
3,195,Medium,Medium
3,120,Medium,Medium
21,2787,Medium,Medium
4,330,High,High
3,142,High,High
7,513,High,High
5,534,High,High
4,243,High,High
5,274,High,High
5,692,High,High
5,512,High,High
4,493,High,High
1,62,High,High
1,27,High,High
2,174,High,High
3,304,Very High,Very High
1,57,Very High,Very High
2,155,Very High,Very High
3,191,Very High,Very High
5,1117,Very High,Very High
3,70,Very High,Very High
3,243,Very High,Very High
2,91,Very High,Very High
5,204,Very High,Very High
3,139,Very High,Very High
1,16,Very High,Very High
3,246,Very High,Very High
1,43,Very High,Very High
11,188,Low,Very Low
8,293,Low,Low
6,197,Low,Low
6,342,Low,Low
18,739,Low,Low
4,332,Low,Low
99,7741,Very Low,Very Low
7,575,Very Low,Low
11,885,Medium,Medium
111,9597,Very Low,Very Low
11,1425,Medium,Very Low
89,9307,Very Low,Very Low
7,346,Very Low,Medium
141,11055,Very Low,Very Low
21,1936,Medium,Medium
1,35,Medium,Medium
2,30,Medium,Medium
10,1441,Medium,Medium
8,816,High,High
1,29,High,High
1,228,High,High
18,1372,High,High
19,1666,High,High
7,1786,High,High
4,204,Very High,Very High
3,186,Very High,Very High
6,879,Very High,Very High
2,129,Very High,Very High
23,2461,Very High,Very High
5,405,Very High,Very High
3,258,Very Low,Very Low
11,188,Low,Very Low
8,299,Low,Very Low
6,197,Low,Very Low
6,342,Low,Low
18,739,Low,Low
4,332,Low,Low
103,8390,Very Low,Very Low
6,486,Low,Low
139,11499,Very Low,Very Low
11,1469,Medium,Low
115,12809,Very Low,Low
8,462,Very Low,Low
144,12064,Very Low,Medium
21,1949,Medium,Medium
1,35,Medium,Medium
2,30,Medium,Medium
10,1441,Medium,Medium
8,841,Medium,Medium
1,29,High,High
1,228,High,High
19,1382,High,High
19,1666,High,High
7,1786,High,High
5,532,High,High
4,207,High,High
11,885,Very High,Very High
18,1675,Very High,Very High
3,187,Very High,Very High
6,879,Very High,Very High
2,130,Very High,Very High
23,2479,Very High,Very High
5,405,Very High,Very High
3,258,Low,Very Low
11,188,Low,Very Low
8,299,Low,Low
6,197,Low,Low
6,342,Low,Low
18,739,Low,Low
4,332,Low,Low
105,8542,Very Low,Low
6,490,Medium,Low
7,612,Very Low,Medium
139,11532,Very Low,Medium
11,1470,Medium,Very Low
118,13040,Very Low,Very Low
8,462,Very Low,Very Low
142,12070,Very Low,Very Low
21,1949,Medium,Medium
1,35,Medium,Medium
2,30,Medium,Medium
10,1441,Medium,Medium
8,841,High,High
1,29,High,High
1,228,High,High
19,1382,High,High
19,1710,High,High
7,1786,High,High
4,207,High,High
11,885,Very High,Very High
18,1664,Very High,Very High
3,189,Very High,Very High
6,867,Very High,Very High
2,130,Very High,Very High
23,2487,Very High,Very High
5,405,Very High,Very High
3,258,Low,Low
11,188,Low,Low
8,299,Low,Low
6,197,Low,Low
6,342,Low,Low
18,739,Low,Medium
4,332,Low,Medium
105,8548,Very Low,Very Low
6,490,Medium,Very Low
7,612,Very Low,Very Low
139,11556,Very Low,Very Low
16,1691,Medium,Low
119,13275,Very Low,Very Low
8,462,Very Low,Low
144,11981,Very Low,Very Low
21,1949,Medium,Medium
1,35,Medium,Medium
2,30,Medium,Medium
10,1441,Medium,Medium
8,841,High,High
1,29,High,High
1,228,High,High
19,1382,High,High
19,1710,High,High
7,1786,High,High
4,207,High,High
11,885,Very High,Very High
18,1664,Very High,Very High
3,189,Very High,Very High
6,867,Very High,Very High
2,130,Very High,Very High
23,2487,Very High,Very High
5,405,Very High,Very High
3,258,Low,Very Low
11,188,Low,Low
8,299,Low,Low
6,197,Low,Low
6,342,Low,Low
18,739,Low,Low
4,332,Low,Low
111,8739,Very Low,Very Low
7,538,Medium,Low
7,612,Very Low,Very Low
141,11884,Very Low,Very Low
23,2179,Medium,Medium
124,13694,Very Low,Very Low
9,544,Very Low,Medium
145,12133,Very Low,Very Low
21,1949,Medium,Medium
1,35,Medium,Medium
2,30,Medium,Medium
10,1441,Medium,Medium
8,841,High,High
1,29,High,High
1,228,High,High
23,2487,High,High
19,1382,High,High
19,1710,High,High
7,1786,High,High
5,414,Very High,Very High
4,207,Very High,Very High
11,885,Very High,Very High
24,2320,Very High,Very High
3,189,Very High,Very High
6,869,Very High,Very High
2,130,Very High,Very High
