Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,ScpCommandMain,3,1,0
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,normalizeCommandArguments,53,11,3
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,resolveScpClientCreator,30,6,2
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,main,88,13,1
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,startFolderEvent,3,1,3
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,endFolderEvent,3,1,4
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,startFileEvent,3,1,4
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,endFileEvent,3,1,5
2.1.0,org.apache.sshd.cli.client,ScpCommandMain,logEvent,12,3,6
2.1.0,org.apache.sshd.cli.client,SftpCommandExecutor,executeCommand,0,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,SftpCommandMain,10,2,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getClient,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,doInteractive,48,7,3
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,resolveLocalPath,17,5,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,resolveRemotePath,12,3,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,appendFileAttributes,8,2,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getCurrentRemoteDirectory,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,setCurrentRemoteDirectory,3,1,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getCurrentLocalDirectory,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,setCurrentLocalDirectory,3,1,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,isOpen,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,close,5,2,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,appendInfoValue,4,1,3
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,resolveSftpClientFactory,37,6,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,main,32,4,1
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,ExitCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,5,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,PwdCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,6,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,SessionCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,14,2,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,ClientCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,15,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,InfoCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,23,3,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,VersionCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,6,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,CdCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,7,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,LcdCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,12,2,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,MkdirCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,7,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,LsCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,23,4,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,RmCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,41,7,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,removeRecursive,24,7,5
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,RmdirCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,7,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,RenameCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,9,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,StatVfsCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,21,3,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,LStatCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,9,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,ReadLinkCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,9,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,HelpCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,7,2,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,TransferCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,createDirectories,14,1,2
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferFile,16,3,6
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferRemoteDir,19,6,6
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,transferLocalDir,18,5,5
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,61,9,3
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,GetCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,4,1,4
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,PutCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,SftpCommandMain,executeCommand,4,1,4
2.1.0,org.apache.sshd.cli.client,ExitCommandExecutor,ExitCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,ExitCommandExecutor,getName,3,1,0
2.1.0,org.apache.sshd.cli.client,ExitCommandExecutor,executeCommand,5,1,4
2.1.0,org.apache.sshd.cli.client,PwdCommandExecutor,PwdCommandExecutor,3,1,0
2.1.0,org.apache.sshd.cli.client,PwdCommandExecutor,getName,3,1,0
